race_date,venue_code,race_no,window,boat_no,o,o_status,q3t,exhibition_time,deadline_jst,obs_ts_jst,lag_sec,clock_skew_sec,run_id,wx_air_temp,wx_wind_speed,wx_water_temp,wx_wave_height,wx_wind_dir,wx_weather_cd,sha_beforeinfo,sha_oddstf,race_status,sha_odds3t,obs_ts_odds3t,odds3t_status,odds3t_sigma
20260925,13,1,8,1,3.7,ok,0.21232395487906502,6.91,2026-09-25 10:46:00,2026-09-25 10:38:08,471.9,0.067484,103330,27.6,0.0,24.4,0.0,17,2,a25ad26e8d7f6fea,1300b34d00613a28,ok,5c0c707ff1fbdbf3,2026-09-25 10:38:27,ok,1.3361
20260925,13,1,8,2,103.1,ok,0.039641415693606,6.9,2026-09-25 10:46:00,2026-09-25 10:38:08,471.9,0.067484,103330,27.6,0.0,24.4,0.0,17,2,a25ad26e8d7f6fea,1300b34d00613a28,ok,5c0c707ff1fbdbf3,2026-09-25 10:38:27,ok,1.3361
20260925,13,1,8,3,1.0,ok,0.6083427442663012,6.8,2026-09-25 10:46:00,2026-09-25 10:38:08,471.9,0.067484,103330,27.6,0.0,24.4,0.0,17,2,a25ad26e8d7f6fea,1300b34d00613a28,ok,5c0c707ff1fbdbf3,2026-09-25 10:38:27,ok,1.3361
20260925,13,1,8,4,68.7,ok,0.06792421279033178,6.89,2026-09-25 10:46:00,2026-09-25 10:38:08,471.9,0.067484,103330,27.6,0.0,24.4,0.0,17,2,a25ad26e8d7f6fea,1300b34d00613a28,ok,5c0c707ff1fbdbf3,2026-09-25 10:38:27,ok,1.3361
20260925,13,1,8,5,103.1,ok,0.05505612406651129,6.93,2026-09-25 10:46:00,2026-09-25 10:38:08,471.9,0.067484,103330,27.6,0.0,24.4,0.0,17,2,a25ad26e8d7f6fea,1300b34d00613a28,ok,5c0c707ff1fbdbf3,2026-09-25 10:38:27,ok,1.3361
20260925,13,1,8,6,,zero_pool,0.016711548304184885,6.85,2026-09-25 10:46:00,2026-09-25 10:38:08,471.9,0.067484,103330,27.6,0.0,24.4,0.0,17,2,a25ad26e8d7f6fea,1300b34d00613a28,ok,5c0c707ff1fbdbf3,2026-09-25 10:38:27,ok,1.3361
20260925,10,6,8,1,1.6,ok,0.5459950835452274,6.8,2026-09-25 10:48:00,2026-09-25 10:40:10,469.9,0.108857,103330,23.0,4.0,23.0,4.0,6,1,f49d78c7fbbb8c29,42e4fb460e6258c9,ok,590285c87fbb0b4e,2026-09-25 10:40:30,ok,1.3365
20260925,10,6,8,2,7.0,ok,0.13756905509845763,6.79,2026-09-25 10:48:00,2026-09-25 10:40:10,469.9,0.108857,103330,23.0,4.0,23.0,4.0,6,1,f49d78c7fbbb8c29,42e4fb460e6258c9,ok,590285c87fbb0b4e,2026-09-25 10:40:30,ok,1.3365
20260925,10,6,8,3,5.2,ok,0.12916859986681048,6.73,2026-09-25 10:48:00,2026-09-25 10:40:10,469.9,0.108857,103330,23.0,4.0,23.0,4.0,6,1,f49d78c7fbbb8c29,42e4fb460e6258c9,ok,590285c87fbb0b4e,2026-09-25 10:40:30,ok,1.3365
20260925,10,6,8,4,7.0,ok,0.10430812824443927,6.87,2026-09-25 10:48:00,2026-09-25 10:40:10,469.9,0.108857,103330,23.0,4.0,23.0,4.0,6,1,f49d78c7fbbb8c29,42e4fb460e6258c9,ok,590285c87fbb0b4e,2026-09-25 10:40:30,ok,1.3365
20260925,10,6,8,5,10.5,ok,0.025589289915121872,6.8,2026-09-25 10:48:00,2026-09-25 10:40:10,469.9,0.108857,103330,23.0,4.0,23.0,4.0,6,1,f49d78c7fbbb8c29,42e4fb460e6258c9,ok,590285c87fbb0b4e,2026-09-25 10:40:30,ok,1.3365
20260925,10,6,8,6,7.0,ok,0.057369843329943514,6.8,2026-09-25 10:48:00,2026-09-25 10:40:10,469.9,0.108857,103330,23.0,4.0,23.0,4.0,6,1,f49d78c7fbbb8c29,42e4fb460e6258c9,ok,590285c87fbb0b4e,2026-09-25 10:40:30,ok,1.3365
