race_date,venue_code,race_no,window,boat_no,o,o_status,q3t,exhibition_time,deadline_jst,obs_ts_jst,lag_sec,clock_skew_sec,run_id,wx_air_temp,wx_wind_speed,wx_water_temp,wx_wave_height,wx_wind_dir,wx_weather_cd,sha_beforeinfo,sha_oddstf,race_status,sha_odds3t,obs_ts_odds3t,odds3t_status,odds3t_sigma
20260924,09,1,5,1,1.0,ok,0.8345684928006272,6.7,2026-09-24 10:33:00,2026-09-24 10:29:59,180.1,0.917821,102730,26.0,3.0,25.0,2.0,4,1,5dc8f4cb1a91db24,711304a2d1fe4d6f,ok,fc455562841b345e,2026-09-24 10:30:19,ok,1.3389
20260924,09,1,5,2,8.7,ok,0.036102099601627934,6.82,2026-09-24 10:33:00,2026-09-24 10:29:59,180.1,0.917821,102730,26.0,3.0,25.0,2.0,4,1,5dc8f4cb1a91db24,711304a2d1fe4d6f,ok,fc455562841b345e,2026-09-24 10:30:19,ok,1.3389
20260924,09,1,5,3,,zero_pool,0.030196235383624762,6.82,2026-09-24 10:33:00,2026-09-24 10:29:59,180.1,0.917821,102730,26.0,3.0,25.0,2.0,4,1,5dc8f4cb1a91db24,711304a2d1fe4d6f,ok,fc455562841b345e,2026-09-24 10:30:19,ok,1.3389
20260924,09,1,5,4,52.5,ok,0.0370571806470787,6.8,2026-09-24 10:33:00,2026-09-24 10:29:59,180.1,0.917821,102730,26.0,3.0,25.0,2.0,4,1,5dc8f4cb1a91db24,711304a2d1fe4d6f,ok,fc455562841b345e,2026-09-24 10:30:19,ok,1.3389
20260924,09,1,5,5,,zero_pool,0.0484110976457655,6.83,2026-09-24 10:33:00,2026-09-24 10:29:59,180.1,0.917821,102730,26.0,3.0,25.0,2.0,4,1,5dc8f4cb1a91db24,711304a2d1fe4d6f,ok,fc455562841b345e,2026-09-24 10:30:19,ok,1.3389
20260924,09,1,5,6,,zero_pool,0.013664893921275808,6.84,2026-09-24 10:33:00,2026-09-24 10:29:59,180.1,0.917821,102730,26.0,3.0,25.0,2.0,4,1,5dc8f4cb1a91db24,711304a2d1fe4d6f,ok,fc455562841b345e,2026-09-24 10:30:19,ok,1.3389
20260924,09,1,3,1,1.0,ok,0.8345684928006272,6.7,2026-09-24 10:33:00,2026-09-24 10:30:29,150.9,0.124869,102730,26.0,3.0,25.0,2.0,4,1,3f4e1f8b3dc5c92c,ef5d5c5728dbc28c,ok,f2cd85a7aaf72110,2026-09-24 10:30:50,ok,1.3389
20260924,09,1,3,2,8.7,ok,0.036102099601627934,6.82,2026-09-24 10:33:00,2026-09-24 10:30:29,150.9,0.124869,102730,26.0,3.0,25.0,2.0,4,1,3f4e1f8b3dc5c92c,ef5d5c5728dbc28c,ok,f2cd85a7aaf72110,2026-09-24 10:30:50,ok,1.3389
20260924,09,1,3,3,,zero_pool,0.030196235383624762,6.82,2026-09-24 10:33:00,2026-09-24 10:30:29,150.9,0.124869,102730,26.0,3.0,25.0,2.0,4,1,3f4e1f8b3dc5c92c,ef5d5c5728dbc28c,ok,f2cd85a7aaf72110,2026-09-24 10:30:50,ok,1.3389
20260924,09,1,3,4,52.5,ok,0.0370571806470787,6.8,2026-09-24 10:33:00,2026-09-24 10:30:29,150.9,0.124869,102730,26.0,3.0,25.0,2.0,4,1,3f4e1f8b3dc5c92c,ef5d5c5728dbc28c,ok,f2cd85a7aaf72110,2026-09-24 10:30:50,ok,1.3389
20260924,09,1,3,5,,zero_pool,0.0484110976457655,6.83,2026-09-24 10:33:00,2026-09-24 10:30:29,150.9,0.124869,102730,26.0,3.0,25.0,2.0,4,1,3f4e1f8b3dc5c92c,ef5d5c5728dbc28c,ok,f2cd85a7aaf72110,2026-09-24 10:30:50,ok,1.3389
20260924,09,1,3,6,,zero_pool,0.013664893921275808,6.84,2026-09-24 10:33:00,2026-09-24 10:30:29,150.9,0.124869,102730,26.0,3.0,25.0,2.0,4,1,3f4e1f8b3dc5c92c,ef5d5c5728dbc28c,ok,f2cd85a7aaf72110,2026-09-24 10:30:50,ok,1.3389
20260924,21,5,5,1,1.0,ok,0.712242469018325,6.71,2026-09-24 10:35:00,2026-09-24 10:30:59,240.6,0.3596,102730,23.8,2.0,25.6,2.0,7,1,e1e07c94e32a07b9,19925f801bcb9fba,ok,dc97e6a025c52b63,2026-09-24 10:31:19,ok,1.3374
20260924,21,5,5,2,28.5,ok,0.03464006372981403,6.8,2026-09-24 10:35:00,2026-09-24 10:30:59,240.6,0.3596,102730,23.8,2.0,25.6,2.0,7,1,e1e07c94e32a07b9,19925f801bcb9fba,ok,dc97e6a025c52b63,2026-09-24 10:31:19,ok,1.3374
20260924,21,5,5,3,22.8,ok,0.09675050384252762,6.81,2026-09-24 10:35:00,2026-09-24 10:30:59,240.6,0.3596,102730,23.8,2.0,25.6,2.0,7,1,e1e07c94e32a07b9,19925f801bcb9fba,ok,dc97e6a025c52b63,2026-09-24 10:31:19,ok,1.3374
20260924,21,5,5,4,7.6,ok,0.08048630207823708,6.79,2026-09-24 10:35:00,2026-09-24 10:30:59,240.6,0.3596,102730,23.8,2.0,25.6,2.0,7,1,e1e07c94e32a07b9,19925f801bcb9fba,ok,dc97e6a025c52b63,2026-09-24 10:31:19,ok,1.3374
20260924,21,5,5,5,57.0,ok,0.027040180979454147,6.78,2026-09-24 10:35:00,2026-09-24 10:30:59,240.6,0.3596,102730,23.8,2.0,25.6,2.0,7,1,e1e07c94e32a07b9,19925f801bcb9fba,ok,dc97e6a025c52b63,2026-09-24 10:31:19,ok,1.3374
20260924,21,5,5,6,19.0,ok,0.048840480351642034,6.71,2026-09-24 10:35:00,2026-09-24 10:30:59,240.6,0.3596,102730,23.8,2.0,25.6,2.0,7,1,e1e07c94e32a07b9,19925f801bcb9fba,ok,dc97e6a025c52b63,2026-09-24 10:31:19,ok,1.3374
20260924,08,1,8,1,2.2,ok,0.6747241100889884,6.64,2026-09-24 10:39:00,2026-09-24 10:31:29,450.4,0.631774,102730,25.0,3.0,27.0,1.0,11,1,6487a90def6bd825,77d4f18fb1bab23a,ok,c1b7656847e9c4e3,2026-09-24 10:31:47,ok,1.3398
