b1,b2,b3,o
1,2,3,33.6
1,2,4,6.5
1,2,5,33.7
1,2,6,73.6
1,3,2,45.4
1,3,4,29.2
1,3,5,57.3
1,3,6,143.9
1,4,2,5.0
1,4,3,17.0
1,4,5,11.5
1,4,6,34.7
1,5,2,49.2
1,5,3,96.5
1,5,4,32.7
1,5,6,212.5
1,6,2,178.2
1,6,3,305.7
1,6,4,146.2
1,6,5,427.6
2,1,3,133.0
2,1,4,38.0
2,1,5,162.9
2,1,6,328.8
2,3,1,420.3
2,3,4,375.5
2,3,5,413.3
2,3,6,564.7
2,4,1,58.3
2,4,3,290.1
2,4,5,198.3
2,4,6,364.4
2,5,1,271.9
2,5,3,391.4
2,5,4,278.1
2,5,6,606.4
2,6,1,795.5
2,6,3,1120.0
2,6,4,691.4
2,6,5,1042.0
3,1,2,179.1
3,1,4,130.4
3,1,5,147.0
3,1,6,417.9
3,2,1,350.6
3,2,4,320.2
3,2,5,340.9
3,2,6,611.4
3,4,1,231.1
3,4,2,373.6
3,4,5,347.3
3,4,6,577.9
3,5,1,362.6
3,5,2,513.7
3,5,4,474.2
3,5,6,831.2
3,6,1,860.2
3,6,2,1422.0
3,6,4,1212.0
3,6,5,1056.0
4,1,2,12.9
4,1,3,46.1
4,1,5,19.7
4,1,6,49.6
4,2,1,28.3
4,2,3,180.8
4,2,5,76.5
4,2,6,140.1
4,3,1,137.5
4,3,2,259.5
4,3,5,203.8
4,3,6,337.8
4,5,1,33.1
4,5,2,49.7
4,5,3,172.8
4,5,6,105.2
4,6,1,206.0
4,6,2,255.1
4,6,3,596.6
4,6,5,265.1
5,1,2,174.8
5,1,3,242.5
5,1,4,93.1
5,1,6,284.5
5,2,1,292.4
5,2,3,415.6
5,2,4,270.0
5,2,6,795.5
5,3,1,432.6
5,3,2,591.8
5,3,4,524.6
5,3,6,936.4
5,4,1,96.7
5,4,2,185.8
5,4,3,371.7
5,4,6,270.0
5,6,1,795.5
5,6,2,891.3
5,6,3,1297.0
5,6,4,718.2
6,1,2,762.7
6,1,3,1233.0
6,1,4,427.6
6,1,5,1450.0
6,2,1,1027.0
6,2,3,1138.0
6,2,4,913.3
6,2,5,1479.0
6,3,1,1644.0
6,3,2,1946.0
6,3,4,1321.0
6,3,5,1849.0
6,4,1,850.3
6,4,2,840.7
6,4,3,1644.0
6,4,5,1370.0
6,5,1,1450.0
6,5,2,1509.0
6,5,3,1321.0
6,5,4,1275.0
