b1,b2,b3,o
1,2,3,8.1
1,2,4,4.6
1,2,5,13.8
1,2,6,23.0
1,3,2,21.4
1,3,4,25.9
1,3,5,50.4
1,3,6,61.9
1,4,2,9.6
1,4,3,26.1
1,4,5,22.9
1,4,6,33.3
1,5,2,48.0
1,5,3,111.4
1,5,4,59.0
1,5,6,99.6
1,6,2,122.6
1,6,3,182.9
1,6,4,118.9
1,6,5,160.7
2,1,3,37.7
2,1,4,18.1
2,1,5,45.4
2,1,6,84.7
2,3,1,134.1
2,3,4,218.8
2,3,5,242.7
2,3,6,584.8
2,4,1,48.6
2,4,3,177.5
2,4,5,121.7
2,4,6,174.8
2,5,1,220.2
2,5,3,792.8
2,5,4,251.2
2,5,6,548.8
2,6,1,435.1
2,6,3,914.8
2,6,4,424.7
2,6,5,914.8
3,1,2,97.7
3,1,4,87.6
3,1,5,166.7
3,1,6,276.5
3,2,1,221.6
3,2,4,321.4
3,2,5,637.1
3,2,6,792.8
3,4,1,202.7
3,4,2,429.8
3,4,5,400.8
3,4,6,517.0
3,5,1,625.9
3,5,2,810.8
3,5,4,488.7
3,5,6,849.4
3,6,1,1019.0
3,6,2,1551.0
3,6,4,891.9
3,6,5,792.8
4,1,2,50.0
4,1,3,107.1
4,1,5,73.1
4,1,6,99.9
4,2,1,67.9
4,2,3,212.3
4,2,5,115.0
4,2,6,162.1
4,3,1,264.2
4,3,2,343.0
4,3,5,435.1
4,3,6,566.3
4,5,1,105.8
4,5,2,123.8
4,5,3,310.2
4,5,6,151.8
4,6,1,213.6
4,6,2,205.0
4,6,3,445.9
4,6,5,254.8
5,1,2,230.1
5,1,3,495.5
5,1,4,367.8
5,1,6,435.1
5,2,1,299.8
5,2,3,938.9
5,2,4,392.0
5,2,6,524.6
5,3,1,759.1
5,3,2,1114.0
5,3,4,673.1
5,3,6,829.7
5,4,1,321.4
5,4,2,324.3
5,4,3,557.4
5,4,6,410.0
5,6,1,566.3
5,6,2,532.5
5,6,3,938.9
5,6,4,1019.0
6,1,2,400.8
6,1,3,1081.0
6,1,4,594.6
6,1,5,991.0
6,2,1,792.8
6,2,3,1372.0
6,2,4,594.6
6,2,5,1698.0
6,3,1,1877.0
6,3,2,1783.0
6,3,4,775.6
6,3,5,870.2
6,4,1,517.0
6,4,2,594.6
6,4,3,1321.0
6,4,5,1230.0
6,5,1,1877.0
6,5,2,1081.0
6,5,3,1698.0
6,5,4,1321.0
