b1,b2,b3,o
1,2,3,28.2
1,2,4,10.6
1,2,5,25.7
1,2,6,6.4
1,3,2,61.6
1,3,4,104.8
1,3,5,85.8
1,3,6,83.0
1,4,2,16.6
1,4,3,82.5
1,4,5,66.1
1,4,6,13.4
1,5,2,88.6
1,5,3,125.4
1,5,4,102.4
1,5,6,57.5
1,6,2,9.4
1,6,3,49.1
1,6,4,14.3
1,6,5,33.9
2,1,3,87.3
2,1,4,50.4
2,1,5,92.5
2,1,6,25.4
2,3,1,234.4
2,3,4,501.9
2,3,5,307.2
2,3,6,531.9
2,4,1,127.2
2,4,3,531.9
2,4,5,375.1
2,4,6,98.7
2,5,1,379.1
2,5,3,891.0
2,5,4,660.0
2,5,6,462.8
2,6,1,42.2
2,6,3,227.0
2,6,4,107.6
2,6,5,182.7
3,1,2,190.5
3,1,4,270.0
3,1,5,202.5
3,1,6,309.9
3,2,1,240.8
3,2,4,419.3
3,2,5,287.4
3,2,6,468.9
3,4,1,660.0
3,4,2,548.3
3,4,5,698.8
3,4,6,810.0
3,5,1,405.0
3,5,2,594.0
3,5,4,937.9
3,5,6,810.0
3,6,1,531.9
3,6,2,848.6
3,6,4,727.3
3,6,5,625.2
4,1,2,99.2
4,1,3,321.0
4,1,5,141.4
4,1,6,50.7
4,2,1,159.1
4,2,3,742.5
4,2,5,501.9
4,2,6,108.3
4,3,1,774.8
4,3,2,1320.0
4,3,5,848.6
4,3,6,792.0
4,5,1,272.0
4,5,2,516.5
4,5,3,792.0
4,5,6,182.7
4,6,1,68.9
4,6,2,86.5
4,6,3,405.0
4,6,5,207.2
5,1,2,252.7
5,1,3,270.0
5,1,4,360.0
5,1,6,216.0
5,2,1,462.8
5,2,3,685.4
5,2,4,584.2
5,2,6,792.0
5,3,1,516.5
5,3,2,792.0
5,3,4,963.2
5,3,6,990.0
5,4,1,456.9
5,4,2,685.4
5,4,3,937.9
5,4,6,445.5
5,6,1,324.0
5,6,2,614.5
5,6,3,660.0
5,6,4,326.9
6,1,2,26.4
6,1,3,138.1
6,1,4,44.1
6,1,5,116.8
6,2,1,45.8
6,2,3,264.0
6,2,4,108.9
6,2,5,299.5
6,3,1,396.0
6,3,2,1080.0
6,3,4,216.0
6,3,5,937.9
6,4,1,78.1
6,4,2,93.0
6,4,3,574.8
6,4,5,280.6
6,5,1,224.1
6,5,2,540.0
6,5,3,1113.0
6,5,4,396.0
