b1,b2,b3,o
1,2,3,7.8
1,2,4,15.9
1,2,5,23.5
1,2,6,23.8
1,3,2,10.7
1,3,4,20.2
1,3,5,24.5
1,3,6,22.9
1,4,2,35.7
1,4,3,40.8
1,4,5,67.9
1,4,6,67.6
1,5,2,44.7
1,5,3,48.8
1,5,4,70.5
1,5,6,93.2
1,6,2,58.2
1,6,3,54.3
1,6,4,128.5
1,6,5,176.4
2,1,3,30.6
2,1,4,55.1
2,1,5,58.9
2,1,6,91.3
2,3,1,56.2
2,3,4,74.6
2,3,5,109.7
2,3,6,132.3
2,4,1,134.2
2,4,3,99.4
2,4,5,285.6
2,4,6,222.1
2,5,1,163.5
2,5,3,111.0
2,5,4,239.9
2,5,6,219.4
2,6,1,216.7
2,6,3,219.4
2,6,4,346.0
2,6,5,428.4
3,1,2,26.6
3,1,4,45.6
3,1,5,43.7
3,1,6,60.9
3,2,1,51.8
3,2,4,67.3
3,2,5,89.5
3,2,6,118.3
3,4,1,111.0
3,4,2,107.7
3,4,5,257.0
3,4,6,176.4
3,5,1,102.2
3,5,2,97.7
3,5,4,224.9
3,5,6,310.2
3,6,1,140.5
3,6,2,163.5
3,6,4,374.8
3,6,5,339.5
4,1,2,130.3
4,1,3,157.8
4,1,5,142.8
4,1,6,285.6
4,2,1,171.3
4,2,3,171.3
4,2,5,315.6
4,2,6,333.2
4,3,1,176.4
4,3,2,219.4
4,3,5,391.1
4,3,6,339.5
4,5,1,260.7
4,5,2,399.8
4,5,3,327.1
4,5,6,253.4
4,6,1,359.8
4,6,2,294.9
4,6,3,449.8
4,6,5,408.9
5,1,2,125.8
5,1,3,105.2
5,1,4,185.5
5,1,6,187.4
5,2,1,189.4
5,2,3,166.6
5,2,4,230.6
5,2,6,327.1
5,3,1,129.4
5,3,2,149.9
5,3,4,253.4
5,3,6,399.8
5,4,1,285.6
5,4,2,473.5
5,4,3,529.2
5,4,6,382.8
5,6,1,346.0
5,6,2,449.8
5,6,3,580.4
5,6,4,719.7
6,1,2,227.7
6,1,3,304.9
6,1,4,599.8
6,1,5,428.4
6,2,1,246.4
6,2,3,260.7
6,2,4,428.4
6,2,5,545.2
6,3,1,310.2
6,3,2,253.4
6,3,4,599.8
6,3,5,666.4
6,4,1,486.3
6,4,2,382.8
6,4,3,719.7
6,4,5,856.8
6,5,1,461.3
6,5,2,514.1
6,5,3,692.0
6,5,4,782.3
