b1,b2,b3,o
1,2,3,56.0
1,2,4,124.5
1,2,5,99.6
1,2,6,97.4
1,3,2,45.2
1,3,4,28.1
1,3,5,36.1
1,3,6,21.2
1,4,2,81.5
1,4,3,66.9
1,4,5,179.3
1,4,6,135.8
1,5,2,144.6
1,5,3,74.7
1,5,4,179.3
1,5,6,320.2
1,6,2,104.2
1,6,3,28.5
1,6,4,72.3
1,6,5,128.1
2,1,3,109.3
2,1,4,203.7
2,1,5,140.1
2,1,6,179.3
2,3,1,186.8
2,3,4,172.4
2,3,5,186.8
2,3,6,203.7
2,4,1,373.6
2,4,3,203.7
2,4,5,373.6
2,4,6,280.2
2,5,1,373.6
2,5,3,194.9
2,5,4,320.2
2,5,6,166.0
2,6,1,213.5
2,6,3,194.9
2,6,4,213.5
2,6,5,213.5
3,1,2,41.1
3,1,4,22.1
3,1,5,36.4
3,1,6,13.8
3,2,1,121.1
3,2,4,95.3
3,2,5,93.4
3,2,6,89.6
3,4,1,34.7
3,4,2,68.9
3,4,5,81.5
3,4,6,15.7
3,5,1,65.9
3,5,2,144.6
3,5,4,93.4
3,5,6,70.0
3,6,1,17.3
3,6,2,44.3
3,6,4,17.3
3,6,5,37.6
4,1,2,263.7
4,1,3,172.4
4,1,5,154.6
4,1,6,121.1
4,2,1,448.3
4,2,3,344.8
4,2,5,407.5
4,2,6,320.2
4,3,1,121.1
4,3,2,213.5
4,3,5,194.9
4,3,6,44.8
4,5,1,298.9
4,5,2,407.5
4,5,3,172.4
4,5,6,320.2
4,6,1,114.9
4,6,2,194.9
4,6,3,87.9
4,6,5,280.2
5,1,2,213.5
5,1,3,101.8
5,1,4,263.7
5,1,6,172.4
5,2,1,280.2
5,2,3,121.1
5,2,4,280.2
5,2,6,179.3
5,3,1,97.4
5,3,2,224.1
5,3,4,235.9
5,3,6,154.6
5,4,1,320.2
5,4,2,747.2
5,4,3,407.5
5,4,6,194.9
5,6,1,235.9
5,6,2,235.9
5,6,3,172.4
5,6,4,344.8
6,1,2,87.9
6,1,3,58.2
6,1,4,83.0
6,1,5,179.3
6,2,1,249.0
6,2,3,249.0
6,2,4,249.0
6,2,5,298.9
6,3,1,44.8
6,3,2,131.8
6,3,4,40.7
6,3,5,97.4
6,4,1,114.9
6,4,2,373.6
6,4,3,83.0
6,4,5,498.1
6,5,1,498.1
6,5,2,498.1
6,5,3,203.7
6,5,4,448.3
