b1,b2,b3,o
1,2,3,29.1
1,2,4,30.2
1,2,5,101.4
1,2,6,135.9
1,3,2,33.0
1,3,4,10.9
1,3,5,55.4
1,3,6,96.4
1,4,2,24.2
1,4,3,12.3
1,4,5,50.7
1,4,6,60.9
1,5,2,143.1
1,5,3,103.7
1,5,4,117.2
1,5,6,199.9
1,6,2,199.9
1,6,3,271.9
1,6,4,89.4
1,6,5,647.4
2,1,3,89.4
2,1,4,66.6
2,1,5,197.0
2,1,6,348.6
2,3,1,152.7
2,3,4,91.2
2,3,5,212.4
2,3,6,357.7
2,4,1,110.5
2,4,3,105.3
2,4,5,219.2
2,4,6,222.8
2,5,1,323.7
2,5,3,323.7
2,5,4,412.0
2,5,6,399.8
2,6,1,412.0
2,6,3,424.8
2,6,4,388.4
2,6,5,715.5
3,1,2,49.6
3,1,4,15.9
3,1,5,79.5
3,1,6,133.2
3,2,1,146.1
3,2,4,62.3
3,2,5,156.2
3,2,6,302.1
3,4,1,14.4
3,4,2,33.9
3,4,5,43.1
3,4,6,52.0
3,5,1,159.9
3,5,2,199.9
3,5,4,123.6
3,5,6,309.0
3,6,1,503.5
3,6,2,485.5
3,6,4,188.8
3,6,5,566.5
4,1,2,32.1
4,1,3,13.0
4,1,5,47.8
4,1,6,84.4
4,2,1,90.0
4,2,3,68.6
4,2,5,137.3
4,2,6,169.9
4,3,1,12.9
4,3,2,33.7
4,3,5,42.8
4,3,6,66.9
4,5,1,151.0
4,5,2,169.9
4,5,3,120.3
4,5,6,132.0
4,6,1,212.4
4,6,2,212.4
4,6,3,154.5
4,6,5,234.4
5,1,2,197.0
5,1,3,165.8
5,1,4,219.2
5,1,6,271.9
5,2,1,377.6
5,2,3,256.5
5,2,4,367.4
5,2,6,503.5
5,3,1,178.8
5,3,2,399.8
5,3,4,289.2
5,3,6,543.8
5,4,1,271.9
5,4,2,453.2
5,4,3,271.9
5,4,6,316.1
5,6,1,323.7
5,6,2,424.8
5,6,3,543.8
5,6,4,618.0
6,1,2,357.7
6,1,3,679.8
6,1,4,543.8
6,1,5,1236.0
6,2,1,799.7
6,2,3,647.4
6,2,4,647.4
6,2,5,849.7
6,3,1,468.8
6,3,2,647.4
6,3,4,309.0
6,3,5,1133.0
6,4,1,679.8
6,4,2,543.8
6,4,3,316.1
6,4,5,618.0
6,5,1,679.8
6,5,2,618.0
6,5,3,1133.0
6,5,4,755.3
