b1,b2,b3,o
1,2,3,25.7
1,2,4,59.2
1,2,5,170.7
1,2,6,44.5
1,3,2,19.6
1,3,4,22.2
1,3,5,71.4
1,3,6,6.9
1,4,2,85.0
1,4,3,56.1
1,4,5,170.7
1,4,6,65.1
1,5,2,243.6
1,5,3,149.3
1,5,4,235.4
1,5,6,325.5
1,6,2,25.1
1,6,3,12.7
1,6,4,32.0
1,6,5,210.4
2,1,3,66.3
2,1,4,159.0
2,1,5,400.6
2,1,6,134.8
2,3,1,98.5
2,3,4,243.6
2,3,5,325.5
2,3,6,99.9
2,4,1,336.0
2,4,3,385.8
2,4,5,672.0
2,4,6,333.3
2,5,1,490.2
2,5,3,378.7
2,5,4,641.0
2,5,6,425.1
2,6,1,193.8
2,6,3,136.1
2,6,4,310.9
2,6,5,595.2
3,1,2,26.5
3,1,4,30.5
3,1,5,82.0
3,1,6,12.5
3,2,1,56.4
3,2,4,79.3
3,2,5,114.7
3,2,6,65.2
3,4,1,61.5
3,4,2,166.0
3,4,5,310.9
3,4,6,50.2
3,5,1,198.4
3,5,2,225.2
3,5,4,457.8
3,5,6,262.0
3,6,1,18.6
3,6,2,49.7
3,6,4,39.2
3,6,5,160.8
4,1,2,281.5
4,1,3,172.8
4,1,5,396.8
4,1,6,202.2
4,2,1,375.3
4,2,3,462.9
4,2,5,457.8
4,2,6,313.2
4,3,1,138.4
4,3,2,468.1
4,3,5,527.4
4,3,6,113.5
4,5,1,651.0
4,5,2,429.5
4,5,3,757.5
4,5,6,541.1
4,6,1,209.3
4,6,2,341.5
4,6,3,169.3
4,6,5,757.5
5,1,2,396.8
5,1,3,252.5
5,1,4,365.5
5,1,6,353.1
5,2,1,570.7
5,2,3,502.0
5,2,4,706.2
5,2,6,868.0
5,3,1,359.1
5,3,2,448.0
5,3,4,1016.0
5,3,6,563.0
5,4,1,595.2
5,4,2,672.0
5,4,3,925.9
5,4,6,817.0
5,6,1,603.8
5,6,2,651.0
5,6,3,514.4
5,6,4,1016.0
6,1,2,58.1
6,1,3,25.2
6,1,4,88.8
6,1,5,325.5
6,2,1,111.4
6,2,3,92.3
6,2,4,231.4
6,2,5,570.7
6,3,1,27.7
6,3,2,56.7
6,3,4,78.6
6,3,5,265.3
6,4,1,201.2
6,4,2,341.5
6,4,3,147.2
6,4,5,833.3
6,5,1,586.8
6,5,2,969.0
6,5,3,457.8
6,5,4,1016.0
