b1,b2,b3,o
1,2,3,41.7
1,2,4,20.7
1,2,5,42.4
1,2,6,145.0
1,3,2,72.3
1,3,4,54.8
1,3,5,97.8
1,3,6,230.0
1,4,2,13.5
1,4,3,29.6
1,4,5,12.3
1,4,6,34.7
1,5,2,69.8
1,5,3,116.7
1,5,4,34.0
1,5,6,131.8
1,6,2,152.8
1,6,3,258.6
1,6,4,129.6
1,6,5,179.2
2,1,3,150.4
2,1,4,77.4
2,1,5,123.3
2,1,6,323.3
2,3,1,293.5
2,3,4,295.3
2,3,5,379.7
2,3,6,714.2
2,4,1,67.5
2,4,3,219.5
2,4,5,79.6
2,4,6,141.1
2,5,1,183.3
2,5,3,379.7
2,5,4,149.5
2,5,6,351.8
2,6,1,638.0
2,6,3,938.2
2,6,4,464.5
2,6,5,598.1
3,1,2,264.3
3,1,4,218.5
3,1,5,260.0
3,1,6,725.0
3,2,1,409.0
3,2,4,240.4
3,2,5,389.0
3,2,6,839.5
3,4,1,271.8
3,4,2,395.4
3,4,5,409.0
3,4,6,673.9
3,5,1,464.5
3,5,2,556.4
3,5,4,423.4
3,5,6,598.1
3,6,1,1112.0
3,6,2,1112.0
3,6,4,870.0
3,6,5,957.0
4,1,2,17.5
4,1,3,58.1
4,1,5,10.4
4,1,6,25.1
4,2,1,38.8
4,2,3,154.8
4,2,5,36.3
4,2,6,59.5
4,3,1,156.8
4,3,2,268.8
4,3,5,171.5
4,3,6,217.5
4,5,1,12.1
4,5,2,22.2
4,5,3,84.2
4,5,6,16.0
4,6,1,51.1
4,6,2,80.8
4,6,3,161.6
4,6,5,38.5
5,1,2,136.3
5,1,3,220.5
5,1,4,54.4
5,1,6,160.5
5,2,1,192.9
5,2,3,483.3
5,2,4,148.6
5,2,6,278.2
5,3,1,423.4
5,3,2,583.5
5,3,4,478.5
5,3,6,478.5
5,4,1,44.4
5,4,2,104.9
5,4,3,276.6
5,4,6,67.3
5,6,1,201.0
5,6,2,242.9
5,6,3,443.0
5,6,4,155.8
6,1,2,605.7
6,1,3,938.2
6,1,4,455.7
6,1,5,556.4
6,2,1,976.5
6,2,3,1196.0
6,2,4,569.6
6,2,5,996.9
6,3,1,1650.0
6,3,2,1495.0
6,3,4,1329.0
6,3,5,1112.0
6,4,1,443.0
6,4,2,550.0
6,4,3,1167.0
6,4,5,354.4
6,5,1,464.5
6,5,2,811.0
6,5,3,825.0
6,5,4,344.2
