b1,b2,b3,o
1,2,3,63.6
1,2,4,114.5
1,2,5,102.2
1,2,6,60.9
1,3,2,54.0
1,3,4,30.8
1,3,5,39.9
1,3,6,15.3
1,4,2,117.6
1,4,3,79.5
1,4,5,126.3
1,4,6,95.4
1,5,2,232.1
1,5,3,104.7
1,5,4,245.4
1,5,6,409.0
1,6,2,67.1
1,6,3,23.9
1,6,4,69.8
1,6,5,156.1
2,1,3,156.1
2,1,4,318.1
2,1,5,214.7
2,1,6,159.0
2,3,1,209.4
2,3,4,286.3
2,3,5,330.3
2,3,6,245.4
2,4,1,660.6
2,4,3,357.8
2,4,5,572.6
2,4,6,477.1
2,5,1,613.5
2,5,3,373.4
2,5,4,536.8
2,5,6,306.7
2,6,1,168.4
2,6,3,268.4
2,6,4,357.8
2,6,5,343.5
3,1,2,44.2
3,1,4,25.4
3,1,5,39.2
3,1,6,12.2
3,2,1,145.5
3,2,4,148.0
3,2,5,136.3
3,2,6,94.3
3,4,1,28.4
3,4,2,67.6
3,4,5,36.8
3,4,6,12.9
3,5,1,68.1
3,5,2,175.2
3,5,4,51.4
3,5,6,42.9
3,6,1,14.7
3,6,2,42.7
3,6,4,18.0
3,6,5,38.8
4,1,2,330.3
4,1,3,171.7
4,1,5,204.5
4,1,6,153.3
4,2,1,536.8
4,2,3,452.0
4,2,5,505.2
4,2,6,477.1
4,3,1,122.7
4,3,2,277.0
4,3,5,186.7
4,3,6,59.6
4,5,1,390.4
4,5,2,536.8
4,5,3,260.2
4,5,6,505.2
4,6,1,143.1
4,6,2,260.2
4,6,3,111.5
4,6,5,343.5
5,1,2,343.5
5,1,3,153.3
5,1,4,390.4
5,1,6,286.3
5,2,1,452.0
5,2,3,199.7
5,2,4,429.4
5,2,6,306.7
5,3,1,153.3
5,3,2,330.3
5,3,4,373.4
5,3,6,232.1
5,4,1,505.2
5,4,2,780.8
5,4,3,572.6
5,4,6,357.8
5,6,1,409.0
5,6,2,373.4
5,6,3,252.6
5,6,4,613.5
6,1,2,71.5
6,1,3,39.7
6,1,4,94.3
6,1,5,140.8
6,2,1,145.5
6,2,3,209.4
6,2,4,357.8
6,2,5,357.8
6,3,1,35.9
6,3,2,86.7
6,3,4,39.0
6,3,5,80.2
6,4,1,153.3
6,4,2,286.3
6,4,3,91.3
6,4,5,306.7
6,5,1,343.5
6,5,2,613.5
6,5,3,204.5
6,5,4,572.6
