b1,b2,b3,o
1,2,3,9.6
1,2,4,7.4
1,2,5,17.6
1,2,6,12.1
1,3,2,16.9
1,3,4,17.4
1,3,5,25.5
1,3,6,23.9
1,4,2,12.8
1,4,3,25.3
1,4,5,21.5
1,4,6,13.8
1,5,2,32.9
1,5,3,47.2
1,5,4,42.5
1,5,6,33.2
1,6,2,27.9
1,6,3,44.2
1,6,4,29.3
1,6,5,43.6
2,1,3,72.3
2,1,4,61.8
2,1,5,101.9
2,1,6,72.4
2,3,1,238.3
2,3,4,485.3
2,3,5,565.8
2,3,6,514.1
2,4,1,207.8
2,4,3,567.8
2,4,5,566.8
2,4,6,340.4
2,5,1,350.9
2,5,3,962.6
2,5,4,767.8
2,5,6,580.2
2,6,1,233.8
2,6,3,820.9
2,6,4,523.3
2,6,5,715.5
3,1,2,208.9
3,1,4,187.1
3,1,5,216.8
3,1,6,237.0
3,2,1,376.4
3,2,4,528.1
3,2,5,593.6
3,2,6,720.3
3,4,1,415.5
3,4,2,675.5
3,4,5,693.1
3,4,6,583.3
3,5,1,529.4
3,5,2,844.7
3,5,4,906.8
3,5,6,774.3
3,6,1,621.2
3,6,2,1163.0
3,6,4,1004.0
3,6,5,974.3
4,1,2,101.4
4,1,3,189.1
4,1,5,93.4
4,1,6,78.5
4,2,1,247.2
4,2,3,631.0
4,2,5,507.6
4,2,6,330.1
4,3,1,506.8
4,3,2,930.5
4,3,5,872.2
4,3,6,660.9
4,5,1,174.5
4,5,2,349.5
4,5,3,541.9
4,5,6,186.4
4,6,1,146.9
4,6,2,322.3
4,6,3,577.5
4,6,5,252.1
5,1,2,255.8
5,1,3,352.8
5,1,4,264.7
5,1,6,221.6
5,2,1,576.5
5,2,3,1057.0
5,2,4,994.0
5,2,6,806.4
5,3,1,799.4
5,3,2,1367.0
5,3,4,1652.0
5,3,6,1409.0
5,4,1,452.1
5,4,2,844.7
5,4,3,1247.0
5,4,6,514.5
5,6,1,490.5
5,6,2,871.1
5,6,3,1252.0
5,6,4,713.1
6,1,2,135.7
6,1,3,281.8
6,1,4,158.9
6,1,5,261.4
6,2,1,251.9
6,2,3,640.4
6,2,4,439.1
6,2,5,740.3
6,3,1,707.6
6,3,2,1140.0
6,3,4,1054.0
6,3,5,1279.0
6,4,1,275.8
6,4,2,495.8
6,4,3,890.4
6,4,5,577.5
6,5,1,532.9
6,5,2,1025.0
6,5,3,1176.0
6,5,4,748.1
