b1,b2,b3,o
1,2,3,24.6
1,2,4,31.4
1,2,5,28.6
1,2,6,67.0
1,3,2,23.4
1,3,4,13.0
1,3,5,7.9
1,3,6,37.7
1,4,2,40.6
1,4,3,23.5
1,4,5,21.9
1,4,6,57.8
1,5,2,29.2
1,5,3,12.3
1,5,4,20.0
1,5,6,35.2
1,6,2,171.6
1,6,3,131.1
1,6,4,138.8
1,6,5,112.3
2,1,3,90.3
2,1,4,120.1
2,1,5,100.2
2,1,6,235.7
2,3,1,164.7
2,3,4,176.9
2,3,5,148.8
2,3,6,436.3
2,4,1,236.6
2,4,3,222.2
2,4,5,222.1
2,4,6,393.3
2,5,1,192.5
2,5,3,174.6
2,5,4,243.6
2,5,6,268.1
2,6,1,738.3
2,6,3,884.0
2,6,4,734.3
2,6,5,627.0
3,1,2,70.1
3,1,4,33.9
3,1,5,23.4
3,1,6,80.9
3,2,1,172.3
3,2,4,166.3
3,2,5,137.7
3,2,6,359.0
3,4,1,67.1
3,4,2,145.4
3,4,5,59.0
3,4,6,132.2
3,5,1,44.4
3,5,2,111.4
3,5,4,64.9
3,5,6,99.5
3,6,1,343.3
3,6,2,523.1
3,6,4,297.0
3,6,5,246.8
4,1,2,151.1
4,1,3,94.5
4,1,5,79.5
4,1,6,191.4
4,2,1,290.9
4,2,3,301.4
4,2,5,291.7
4,2,6,484.0
4,3,1,128.2
4,3,2,261.7
4,3,5,130.3
4,3,6,267.6
4,5,1,101.5
4,5,2,205.2
4,5,3,129.2
4,5,6,171.4
4,6,1,445.4
4,6,2,508.1
4,6,3,492.2
4,6,5,427.6
5,1,2,110.5
5,1,3,48.5
5,1,4,83.9
5,1,6,107.0
5,2,1,240.5
5,2,3,224.7
5,2,4,333.5
5,2,6,324.7
5,3,1,75.5
5,3,2,198.5
5,3,4,132.2
5,3,6,195.3
5,4,1,155.9
5,4,2,334.6
5,4,3,181.7
5,4,6,247.9
5,6,1,273.8
5,6,2,425.4
5,6,3,366.5
5,6,4,377.3
6,1,2,788.3
6,1,3,674.7
6,1,4,869.0
6,1,5,699.0
6,2,1,1066.0
6,2,3,1227.0
6,2,4,1174.0
6,2,5,943.4
6,3,1,820.0
6,3,2,1171.0
6,3,4,836.8
6,3,5,939.0
6,4,1,1086.0
6,4,2,1177.0
6,4,3,928.3
6,4,5,945.6
6,5,1,766.0
6,5,2,970.3
6,5,3,783.7
6,5,4,858.0
