b1,b2,b3,o
1,2,3,39.9
1,2,4,123.5
1,2,5,74.8
1,2,6,168.9
1,3,2,23.8
1,3,4,50.0
1,3,5,18.7
1,3,6,54.0
1,4,2,241.0
1,4,3,155.6
1,4,5,267.1
1,4,6,520.1
1,5,2,92.7
1,5,3,44.9
1,5,4,179.6
1,5,6,174.9
1,6,2,260.0
1,6,3,143.2
1,6,4,295.0
1,6,5,359.3
2,1,3,75.4
2,1,4,214.8
2,1,5,110.4
2,1,6,238.1
2,3,1,83.7
2,3,4,155.6
2,3,5,48.8
2,3,6,142.1
2,4,1,506.8
2,4,3,313.7
2,4,5,439.2
2,4,6,658.8
2,5,1,184.7
2,5,3,80.6
2,5,4,267.1
2,5,6,205.8
2,6,1,581.3
2,6,3,429.6
2,6,4,549.0
2,6,5,506.8
3,1,2,13.9
3,1,4,25.6
3,1,5,7.9
3,1,6,23.6
3,2,1,25.2
3,2,4,53.1
3,2,5,14.0
3,2,6,40.7
3,4,1,60.0
3,4,2,58.4
3,4,5,45.6
3,4,6,58.6
3,5,1,13.2
3,5,2,11.7
3,5,4,42.1
3,5,6,21.8
3,6,1,104.0
3,6,2,105.6
3,6,4,168.9
3,6,5,52.9
4,1,2,395.3
4,1,3,429.6
4,1,5,335.0
4,1,6,705.9
4,2,1,549.0
4,2,3,346.7
4,2,5,581.3
4,2,6,823.5
4,3,1,380.1
4,3,2,395.3
4,3,5,282.3
4,3,6,658.8
4,5,1,1162.0
4,5,2,429.6
4,5,3,372.9
4,5,6,823.5
4,6,1,1098.0
4,6,2,988.2
4,6,3,898.4
4,6,5,1098.0
5,1,2,173.3
5,1,3,83.0
5,1,4,395.3
5,1,6,295.0
5,2,1,210.2
5,2,3,87.8
5,2,4,340.7
5,2,6,380.1
5,3,1,98.8
5,3,2,70.3
5,3,4,176.4
5,3,6,141.1
5,4,1,681.5
5,4,2,534.2
5,4,3,359.3
5,4,6,681.5
5,6,1,380.1
5,6,2,449.2
5,6,3,235.3
5,6,4,760.2
6,1,2,359.3
6,1,3,449.2
6,1,4,790.6
6,1,5,1162.0
6,2,1,705.9
6,2,3,534.2
6,2,4,898.4
6,2,5,732.0
6,3,1,581.3
6,3,2,520.1
6,3,4,790.6
6,3,5,299.4
6,4,1,1317.0
6,4,2,1040.0
6,4,3,1520.0
6,4,5,1317.0
6,5,1,859.3
6,5,2,898.4
6,5,3,308.8
6,5,4,898.4
