b1,b2,b3,o
1,2,3,7.2
1,2,4,15.7
1,2,5,14.2
1,2,6,38.5
1,3,2,7.6
1,3,4,9.0
1,3,5,8.5
1,3,6,23.5
1,4,2,20.9
1,4,3,17.4
1,4,5,23.9
1,4,6,26.8
1,5,2,22.2
1,5,3,18.5
1,5,4,37.7
1,5,6,44.6
1,6,2,89.3
1,6,3,54.9
1,6,4,80.5
1,6,5,81.6
2,1,3,91.6
2,1,4,176.0
2,1,5,192.8
2,1,6,409.7
2,3,1,142.6
2,3,4,520.3
2,3,5,369.3
2,3,6,794.7
2,4,1,396.1
2,4,3,627.4
2,4,5,701.2
2,4,6,824.7
2,5,1,399.7
2,5,3,428.5
2,5,4,762.3
2,5,6,862.6
2,6,1,1111.0
2,6,3,1285.0
2,6,4,1490.0
2,6,5,1524.0
3,1,2,81.2
3,1,4,93.3
3,1,5,102.6
3,1,6,177.6
3,2,1,178.1
3,2,4,297.3
3,2,5,253.6
3,2,6,609.8
3,4,1,214.2
3,4,2,510.2
3,4,5,544.0
3,4,6,580.2
3,5,1,244.6
3,5,2,334.5
3,5,4,593.3
3,5,6,502.4
3,6,1,425.7
3,6,2,840.5
3,6,4,771.3
3,6,5,675.9
4,1,2,154.0
4,1,3,185.4
4,1,5,160.4
4,1,6,192.2
4,2,1,336.2
4,2,3,562.7
4,2,5,544.0
4,2,6,652.3
4,3,1,292.0
4,3,2,910.6
4,3,5,665.6
4,3,6,618.5
4,5,1,239.7
4,5,2,352.4
4,5,3,508.2
4,5,6,403.4
4,6,1,339.7
4,6,2,693.7
4,6,3,766.8
4,6,5,809.4
5,1,2,236.6
5,1,3,183.6
5,1,4,292.0
5,1,6,327.8
5,2,1,492.9
5,2,3,582.7
5,2,4,950.2
5,2,6,753.6
5,3,1,386.8
5,3,2,624.4
5,3,4,929.9
5,3,6,789.9
5,4,1,413.6
5,4,2,785.1
5,4,3,985.9
5,4,6,740.8
5,6,1,794.7
5,6,2,775.9
5,6,3,845.9
5,6,4,1120.0
6,1,2,740.8
6,1,3,483.8
6,1,4,544.0
6,1,5,892.0
6,2,1,1324.0
6,2,3,1702.0
6,2,4,1900.0
6,2,5,1821.0
6,3,1,633.4
6,3,2,1796.0
6,3,4,1365.0
6,3,5,1260.0
6,4,1,669.0
6,4,2,1639.0
6,4,3,1725.0
6,4,5,1900.0
6,5,1,857.0
6,5,2,1748.0
6,5,3,1192.0
6,5,4,1702.0
