b1,b2,b3,o
1,2,3,9.7
1,2,4,9.8
1,2,5,30.0
1,2,6,67.6
1,3,2,8.8
1,3,4,6.3
1,3,5,18.1
1,3,6,30.9
1,4,2,14.4
1,4,3,13.0
1,4,5,37.8
1,4,6,58.4
1,5,2,78.7
1,5,3,64.3
1,5,4,94.1
1,5,6,119.2
1,6,2,183.7
1,6,3,96.0
1,6,4,176.9
1,6,5,317.2
2,1,3,45.6
2,1,4,47.6
2,1,5,102.5
2,1,6,195.5
2,3,1,89.4
2,3,4,146.8
2,3,5,216.9
2,3,6,332.9
2,4,1,99.2
2,4,3,148.1
2,4,5,207.5
2,4,6,308.5
2,5,1,442.4
2,5,3,343.1
2,5,4,323.3
2,5,6,1019.0
2,6,1,533.7
2,6,3,782.0
2,6,4,542.4
2,6,5,934.1
3,1,2,43.7
3,1,4,29.2
3,1,5,58.9
3,1,6,77.6
3,2,1,100.9
3,2,4,125.0
3,2,5,214.1
3,2,6,332.9
3,4,1,51.2
3,4,2,137.8
3,4,5,121.8
3,4,6,105.0
3,5,1,149.4
3,5,2,365.5
3,5,4,216.9
3,5,6,329.6
3,6,1,154.2
3,6,2,373.6
3,6,4,161.6
3,6,5,308.5
4,1,2,96.0
4,1,3,89.4
4,1,5,133.9
4,1,6,212.8
4,2,1,152.8
4,2,3,240.2
4,2,5,353.9
4,2,6,350.3
4,3,1,125.0
4,3,2,250.9
4,3,5,287.4
4,3,6,269.0
4,5,1,300.2
4,5,2,317.2
4,5,3,297.6
4,5,6,343.1
4,6,1,467.0
4,6,2,509.5
4,6,3,517.3
4,6,5,700.6
5,1,2,501.9
5,1,3,302.9
5,1,4,480.4
5,1,6,715.5
5,2,1,820.2
5,2,3,560.4
5,2,4,589.9
5,2,6,1681.0
5,3,1,369.5
5,3,2,509.5
5,3,4,579.8
5,3,6,1462.0
5,4,1,415.1
5,4,2,611.4
5,4,3,700.6
5,4,6,800.6
5,6,1,1019.0
5,6,2,1769.0
5,6,3,1462.0
5,6,4,1159.0
6,1,2,533.7
6,1,3,410.1
6,1,4,715.5
6,1,5,1245.0
6,2,1,715.5
6,2,3,533.7
6,2,4,989.0
6,2,5,1528.0
6,3,1,622.7
6,3,2,862.2
6,3,4,715.5
6,3,5,533.7
6,4,1,1050.0
6,4,2,1019.0
6,4,3,934.1
6,4,5,1528.0
6,5,1,1345.0
6,5,2,2101.0
6,5,3,1159.0
6,5,4,1345.0
