b1,b2,b3,o
1,2,3,10.1
1,2,4,24.5
1,2,5,51.3
1,2,6,19.6
1,3,2,8.5
1,3,4,14.5
1,3,5,21.6
1,3,6,9.6
1,4,2,36.9
1,4,3,28.1
1,4,5,73.6
1,4,6,39.2
1,5,2,153.0
1,5,3,88.5
1,5,4,191.4
1,5,6,108.9
1,6,2,39.8
1,6,3,25.6
1,6,4,68.5
1,6,5,68.7
2,1,3,45.5
2,1,4,141.4
2,1,5,258.9
2,1,6,95.0
2,3,1,75.8
2,3,4,272.6
2,3,5,403.6
2,3,6,147.5
2,4,1,548.9
2,4,3,502.0
2,4,5,1029.0
2,4,6,420.1
2,5,1,762.4
2,5,3,534.6
2,5,4,1419.0
2,5,6,980.2
2,6,1,228.7
2,6,3,212.2
2,6,4,596.6
2,6,5,914.9
3,1,2,31.5
3,1,4,53.3
3,1,5,55.4
3,1,6,24.6
3,2,1,64.0
3,2,4,220.1
3,2,5,287.9
3,2,6,95.5
3,4,1,134.1
3,4,2,276.3
3,4,5,324.1
3,4,6,148.6
3,5,1,235.2
3,5,2,457.4
3,5,4,496.0
3,5,6,278.1
3,6,1,60.7
3,6,2,118.6
3,6,4,187.1
3,6,5,248.0
4,1,2,115.6
4,1,3,93.1
4,1,5,97.7
4,1,6,59.9
4,2,1,381.2
4,2,3,345.9
4,2,5,514.6
4,2,6,272.6
4,3,1,137.2
4,3,2,222.5
4,3,5,200.8
4,3,6,148.0
4,5,1,121.8
4,5,2,202.8
4,5,3,195.1
4,5,6,93.7
4,6,1,71.6
4,6,2,126.2
4,6,3,116.6
4,6,5,96.1
5,1,2,478.7
5,1,3,384.7
5,1,4,354.9
5,1,6,283.9
5,2,1,807.2
5,2,3,541.7
5,2,4,914.9
5,2,6,643.2
5,3,1,478.7
5,3,2,807.2
5,3,4,1029.0
5,3,6,521.1
5,4,1,377.7
5,4,2,709.8
5,4,3,588.1
5,4,6,265.6
5,6,1,478.7
5,6,2,633.3
5,6,3,433.3
5,6,4,457.4
6,1,2,142.4
6,1,3,101.1
6,1,4,265.6
6,1,5,314.2
6,2,1,291.9
6,2,3,269.0
6,2,4,605.4
6,2,5,653.5
6,3,1,134.1
6,3,2,218.9
6,3,4,442.6
6,3,5,437.9
6,4,1,358.0
6,4,2,643.2
6,4,3,521.1
6,4,5,457.4
6,5,1,633.3
6,5,2,823.4
6,5,3,653.5
6,5,4,579.8
