b1,b2,b3,o
1,2,3,39.9
1,2,4,78.4
1,2,5,103.6
1,2,6,75.8
1,3,2,32.1
1,3,4,21.5
1,3,5,28.6
1,3,6,23.9
1,4,2,109.8
1,4,3,57.6
1,4,5,100.0
1,4,6,89.1
1,5,2,182.6
1,5,3,87.7
1,5,4,166.9
1,5,6,156.4
1,6,2,98.0
1,6,3,48.2
1,6,4,82.4
1,6,5,115.3
2,1,3,131.0
2,1,4,219.3
2,1,5,265.1
2,1,6,221.1
2,3,1,154.6
2,3,4,151.7
2,3,5,164.3
2,3,6,151.9
2,4,1,360.6
2,4,3,246.1
2,4,5,348.4
2,4,6,278.1
2,5,1,488.2
2,5,3,297.7
2,5,4,487.2
2,5,6,455.4
2,6,1,383.3
2,6,3,250.5
2,6,4,340.4
2,6,5,391.5
3,1,2,48.9
3,1,4,26.0
3,1,5,31.6
3,1,6,28.4
3,2,1,94.2
3,2,4,88.1
3,2,5,85.6
3,2,6,83.3
3,4,1,32.7
3,4,2,61.5
3,4,5,18.0
3,4,6,18.6
3,5,1,51.1
3,5,2,78.3
3,5,4,29.0
3,5,6,29.5
3,6,1,35.6
3,6,2,62.4
3,6,4,23.0
3,6,5,27.2
4,1,2,236.3
4,1,3,112.3
4,1,5,178.4
4,1,6,224.2
4,2,1,379.6
4,2,3,252.1
4,2,5,321.0
4,2,6,301.5
4,3,1,79.6
4,3,2,141.4
4,3,5,53.0
4,3,6,59.3
4,5,1,159.2
4,5,2,200.0
4,5,3,83.6
4,5,6,111.2
4,6,1,236.3
4,6,2,267.2
4,6,3,100.1
4,6,5,146.8
5,1,2,338.9
5,1,3,164.7
5,1,4,327.7
5,1,6,301.8
5,2,1,488.2
5,2,3,318.5
5,2,4,521.5
5,2,6,508.1
5,3,1,145.8
5,3,2,213.0
5,3,4,106.1
5,3,6,108.5
5,4,1,307.3
5,4,2,407.0
5,4,3,141.1
5,4,6,201.2
5,6,1,334.6
5,6,2,483.2
5,6,3,154.5
5,6,4,237.7
6,1,2,250.0
6,1,3,117.2
6,1,4,243.6
6,1,5,267.2
6,2,1,364.4
6,2,3,247.4
6,2,4,366.1
6,2,5,491.2
6,3,1,87.6
6,3,2,143.6
6,3,4,61.5
6,3,5,71.3
6,4,1,252.1
6,4,2,313.4
6,4,3,106.5
6,4,5,160.4
6,5,1,336.1
6,5,2,443.5
6,5,3,149.1
6,5,4,204.2
