b1,b2,b3,o
1,2,3,20.7
1,2,4,7.7
1,2,5,10.8
1,2,6,49.2
1,3,2,39.0
1,3,4,52.5
1,3,5,30.9
1,3,6,128.9
1,4,2,12.5
1,4,3,51.0
1,4,5,16.1
1,4,6,55.9
1,5,2,12.6
1,5,3,26.1
1,5,4,22.7
1,5,6,51.4
1,6,2,131.6
1,6,3,145.0
1,6,4,151.9
1,6,5,132.9
2,1,3,102.9
2,1,4,51.2
2,1,5,57.2
2,1,6,159.5
2,3,1,220.1
2,3,4,209.2
2,3,5,232.1
2,3,6,751.0
2,4,1,111.9
2,4,3,199.4
2,4,5,120.4
2,4,6,354.6
2,5,1,82.9
2,5,3,134.3
2,5,4,155.6
2,5,6,531.9
2,6,1,531.9
2,6,3,671.9
2,6,4,240.8
2,6,5,797.9
3,1,2,170.2
3,1,4,245.5
3,1,5,127.6
3,1,6,455.9
3,2,1,245.5
3,2,4,209.2
3,2,5,202.6
3,2,6,510.6
3,4,1,364.7
3,4,2,240.8
3,4,5,345.0
3,4,6,555.0
3,5,1,111.0
3,5,2,119.3
3,5,4,271.6
3,5,6,671.9
3,6,1,911.9
3,6,2,751.0
3,6,4,911.9
3,6,5,1063.0
4,1,2,63.2
4,1,3,190.5
4,1,5,48.5
4,1,6,135.8
4,2,1,111.0
4,2,3,255.3
4,2,5,92.5
4,2,6,354.6
4,3,1,311.3
4,3,2,255.3
4,3,5,345.0
4,3,6,1160.0
4,5,1,58.0
4,5,2,86.8
4,5,3,174.8
4,5,6,58.8
4,6,1,260.5
4,6,2,303.9
4,6,3,555.0
4,6,5,386.8
5,1,2,29.8
5,1,3,53.4
5,1,4,42.9
5,1,6,82.3
5,2,1,64.1
5,2,3,116.0
5,2,4,94.5
5,2,6,260.5
5,3,1,205.9
5,3,2,182.3
5,3,4,303.9
5,3,6,751.0
5,4,1,74.2
5,4,2,94.5
5,4,3,245.5
5,4,6,134.3
5,6,1,271.6
5,6,2,510.6
5,6,3,671.9
5,6,4,425.5
6,1,2,223.9
6,1,3,455.9
6,1,4,510.6
6,1,5,472.8
6,2,1,440.2
6,2,3,751.0
6,2,4,555.0
6,2,5,797.9
6,3,1,982.0
6,3,2,1276.0
6,3,4,580.3
6,3,5,1418.0
6,4,1,607.9
6,4,2,982.0
6,4,3,1160.0
6,4,5,911.9
6,5,1,709.2
6,5,2,1160.0
6,5,3,1276.0
6,5,4,751.0
