b1,b2,b3,o
1,2,3,19.8
1,2,4,28.3
1,2,5,77.4
1,2,6,120.8
1,3,2,36.7
1,3,4,36.7
1,3,5,78.0
1,3,6,194.3
1,4,2,50.8
1,4,3,64.3
1,4,5,137.6
1,4,6,173.8
1,5,2,132.1
1,5,3,230.4
1,5,4,260.8
1,5,6,341.7
1,6,2,170.8
1,6,3,495.5
1,6,4,619.4
1,6,5,1101.0
2,1,3,28.4
2,1,4,22.9
2,1,5,65.2
2,1,6,120.8
2,3,1,39.3
2,3,4,16.3
2,3,5,34.0
2,3,6,60.0
2,4,1,38.7
2,4,3,13.3
2,4,5,24.1
2,4,6,21.2
2,5,1,162.4
2,5,3,86.9
2,5,4,87.7
2,5,6,141.5
2,6,1,319.7
2,6,3,143.6
2,6,4,81.9
2,6,5,215.4
3,1,2,63.1
3,1,4,76.8
3,1,5,79.9
3,1,6,367.0
3,2,1,94.3
3,2,4,29.6
3,2,5,56.9
3,2,6,112.6
3,4,1,111.3
3,4,2,36.9
3,4,5,70.2
3,4,6,157.3
3,5,1,190.6
3,5,2,116.6
3,5,4,119.4
3,5,6,495.5
3,6,1,583.0
3,6,2,309.7
3,6,4,341.7
3,6,5,381.2
4,1,2,63.1
4,1,3,102.1
4,1,5,62.3
4,1,6,145.7
4,2,1,63.9
4,2,3,22.3
4,2,5,39.6
4,2,6,36.4
4,3,1,147.9
4,3,2,25.6
4,3,5,74.5
4,3,6,210.8
4,5,1,145.7
4,5,2,69.3
4,5,3,117.9
4,5,6,71.8
4,6,1,300.3
4,6,2,97.1
4,6,3,235.9
4,6,5,167.9
5,1,2,330.3
5,1,3,300.3
5,1,4,353.9
5,1,6,550.6
5,2,1,396.4
5,2,3,235.9
5,2,4,180.2
5,2,6,430.9
5,3,1,471.9
5,3,2,341.7
5,3,4,235.9
5,3,6,825.9
5,4,1,300.3
5,4,2,235.9
5,4,3,241.7
5,4,6,521.6
5,6,1,550.6
5,6,2,521.6
5,6,3,430.9
5,6,4,619.4
6,1,2,367.0
6,1,3,901.0
6,1,4,1415.0
6,1,5,1238.0
6,2,1,762.4
6,2,3,450.5
6,2,4,235.9
6,2,5,707.9
6,3,1,991.1
6,3,2,660.7
6,3,4,707.9
6,3,5,1101.0
6,4,1,550.6
6,4,2,225.2
6,4,3,1101.0
6,4,5,583.0
6,5,1,991.1
6,5,2,1101.0
6,5,3,1238.0
6,5,4,619.4
