race_date,venue_code,race_no,window,boat_no,o,o_status,q3t,exhibition_time,deadline_jst,obs_ts_jst,lag_sec,clock_skew_sec,run_id,wx_air_temp,wx_wind_speed,wx_water_temp,wx_wave_height,wx_wind_dir,wx_weather_cd,sha_beforeinfo,sha_oddstf,race_status,sha_odds3t,obs_ts_odds3t,odds3t_status,odds3t_sigma
20260923,12,9,8,1,1.0,ok,0.6313975987634671,6.85,2026-09-23 19:05:00,2026-09-23 18:57:08,471.9,0.104441,185330,27.0,0.0,26.0,1.0,17,1,479327329446c151,9572baacdb9f9d1b,ok,db12402117762463,2026-09-23 18:57:28,ok,1.3351
20260923,12,9,8,2,9.0,ok,0.0998420878274313,6.82,2026-09-23 19:05:00,2026-09-23 18:57:08,471.9,0.104441,185330,27.0,0.0,26.0,1.0,17,1,479327329446c151,9572baacdb9f9d1b,ok,db12402117762463,2026-09-23 18:57:28,ok,1.3351
20260923,12,9,8,3,9.0,ok,0.10746411642888085,6.87,2026-09-23 19:05:00,2026-09-23 18:57:08,471.9,0.104441,185330,27.0,0.0,26.0,1.0,17,1,479327329446c151,9572baacdb9f9d1b,ok,db12402117762463,2026-09-23 18:57:28,ok,1.3351
20260923,12,9,8,4,9.0,ok,0.09258487558208357,6.91,2026-09-23 19:05:00,2026-09-23 18:57:08,471.9,0.104441,185330,27.0,0.0,26.0,1.0,17,1,479327329446c151,9572baacdb9f9d1b,ok,db12402117762463,2026-09-23 18:57:28,ok,1.3351
20260923,12,9,8,5,27.0,ok,0.047336593192131016,6.88,2026-09-23 19:05:00,2026-09-23 18:57:08,471.9,0.104441,185330,27.0,0.0,26.0,1.0,17,1,479327329446c151,9572baacdb9f9d1b,ok,db12402117762463,2026-09-23 18:57:28,ok,1.3351
20260923,12,9,8,6,27.0,ok,0.021374728206006176,6.9,2026-09-23 19:05:00,2026-09-23 18:57:08,471.9,0.104441,185330,27.0,0.0,26.0,1.0,17,1,479327329446c151,9572baacdb9f9d1b,ok,db12402117762463,2026-09-23 18:57:28,ok,1.3351
20260923,12,9,5,1,1.0,ok,0.6591775533309914,6.85,2026-09-23 19:05:00,2026-09-23 19:00:09,290.8,0.15927,185330,27.0,0.0,26.0,1.0,17,1,2a264c6ba35d5cbc,218f7334121792a6,ok,a262e2b76619ac23,2026-09-23 19:00:31,ok,1.338
20260923,12,9,5,2,10.6,ok,0.0995582019243692,6.82,2026-09-23 19:05:00,2026-09-23 19:00:09,290.8,0.15927,185330,27.0,0.0,26.0,1.0,17,1,2a264c6ba35d5cbc,218f7334121792a6,ok,a262e2b76619ac23,2026-09-23 19:00:31,ok,1.338
20260923,12,9,5,3,6.1,ok,0.09629883295209002,6.87,2026-09-23 19:05:00,2026-09-23 19:00:09,290.8,0.15927,185330,27.0,0.0,26.0,1.0,17,1,2a264c6ba35d5cbc,218f7334121792a6,ok,a262e2b76619ac23,2026-09-23 19:00:31,ok,1.338
20260923,12,9,5,4,10.6,ok,0.0850453642710693,6.91,2026-09-23 19:05:00,2026-09-23 19:00:09,290.8,0.15927,185330,27.0,0.0,26.0,1.0,17,1,2a264c6ba35d5cbc,218f7334121792a6,ok,a262e2b76619ac23,2026-09-23 19:00:31,ok,1.338
20260923,12,9,5,5,42.7,ok,0.042596597214787105,6.88,2026-09-23 19:05:00,2026-09-23 19:00:09,290.8,0.15927,185330,27.0,0.0,26.0,1.0,17,1,2a264c6ba35d5cbc,218f7334121792a6,ok,a262e2b76619ac23,2026-09-23 19:00:31,ok,1.338
20260923,12,9,5,6,42.7,ok,0.017323450306693026,6.9,2026-09-23 19:05:00,2026-09-23 19:00:09,290.8,0.15927,185330,27.0,0.0,26.0,1.0,17,1,2a264c6ba35d5cbc,218f7334121792a6,ok,a262e2b76619ac23,2026-09-23 19:00:31,ok,1.338
