b1,b2,b3,o
1,2,3,102.1
1,2,4,150.5
1,2,5,87.2
1,2,6,116.8
1,3,2,116.8
1,3,4,116.1
1,3,5,35.1
1,3,6,69.6
1,4,2,170.7
1,4,3,148.3
1,4,5,70.8
1,4,6,85.0
1,5,2,87.6
1,5,3,37.5
1,5,4,46.6
1,5,6,25.1
1,6,2,158.7
1,6,3,77.5
1,6,4,116.8
1,6,5,44.0
2,1,3,225.8
2,1,4,376.3
2,1,5,282.2
2,1,6,333.1
2,3,1,317.5
2,3,4,677.5
2,3,5,282.2
2,3,6,369.5
2,4,1,549.3
2,4,3,580.7
2,4,5,461.9
2,4,6,521.1
2,5,1,233.6
2,5,3,267.4
2,5,4,521.1
2,5,6,161.3
2,6,1,362.9
2,6,3,406.5
2,6,4,356.5
2,6,5,199.2
3,1,2,241.9
3,1,4,183.1
3,1,5,75.2
3,1,6,109.2
3,2,1,344.4
3,2,4,635.1
3,2,5,338.7
3,2,6,406.5
3,4,1,263.9
3,4,2,655.6
3,4,5,78.7
3,4,6,128.6
3,5,1,88.3
3,5,2,220.9
3,5,4,112.9
3,5,6,44.2
3,6,1,125.4
3,6,2,406.5
3,6,4,138.2
3,6,5,66.2
4,1,2,260.5
4,1,3,213.9
4,1,5,81.6
4,1,6,80.6
4,2,1,338.7
4,2,3,549.3
4,2,5,298.8
4,2,6,278.4
4,3,1,257.2
4,3,2,655.6
4,3,5,157.5
4,3,6,195.4
4,5,1,61.4
4,5,2,152.8
4,5,3,92.3
4,5,6,18.1
4,6,1,91.9
4,6,2,188.1
4,6,3,116.8
4,6,5,25.9
5,1,2,110.4
5,1,3,55.5
5,1,4,74.1
5,1,6,25.3
5,2,1,175.2
5,2,3,233.6
5,2,4,257.2
5,2,6,127.8
5,3,1,87.2
5,3,2,138.2
5,3,4,133.7
5,3,6,41.3
5,4,1,75.0
5,4,2,140.1
5,4,3,91.5
5,4,6,20.9
5,6,1,20.3
5,6,2,45.9
5,6,3,27.5
5,6,4,17.2
6,1,2,223.3
6,1,3,123.9
6,1,4,173.7
6,1,5,49.6
6,2,1,423.4
6,2,3,376.3
6,2,4,521.1
6,2,5,211.7
6,3,1,120.9
6,3,2,362.9
6,3,4,209.5
6,3,5,96.7
6,4,1,160.0
6,4,2,303.3
6,4,3,211.7
6,4,5,36.1
6,5,1,33.0
6,5,2,59.2
6,5,3,44.8
6,5,4,23.8
