b1,b2,b3,o
1,2,3,4.9
1,2,4,22.8
1,2,5,10.3
1,2,6,11.4
1,3,2,8.3
1,3,4,69.7
1,3,5,19.5
1,3,6,18.1
1,4,2,70.6
1,4,3,149.1
1,4,5,201.6
1,4,6,191.0
1,5,2,33.1
1,5,3,44.9
1,5,4,164.9
1,5,6,49.7
1,6,2,27.4
1,6,3,37.5
1,6,4,153.3
1,6,5,60.1
2,1,3,24.7
2,1,4,191.0
2,1,5,65.1
2,1,6,45.7
2,3,1,77.2
2,3,4,294.2
2,3,5,187.7
2,3,6,149.1
2,4,1,573.0
2,4,3,435.4
2,4,5,604.8
2,4,6,1360.0
2,5,1,187.7
2,5,3,259.2
2,5,4,494.8
2,5,6,403.2
2,6,1,147.1
2,6,3,201.6
2,6,4,473.3
2,6,5,435.4
3,1,2,32.7
3,1,4,137.8
3,1,5,52.3
3,1,6,66.3
3,2,1,74.5
3,2,4,172.8
3,2,5,96.3
3,2,6,111.0
3,4,1,418.7
3,4,2,351.1
3,4,5,640.4
3,4,6,518.4
3,5,1,113.4
3,5,2,104.6
3,5,4,453.6
3,5,6,201.6
3,6,1,119.6
3,6,2,143.2
3,6,4,518.4
3,6,5,187.7
4,1,2,518.4
4,1,3,604.8
4,1,5,435.4
4,1,6,286.5
4,2,1,453.6
4,2,3,604.8
4,2,5,573.0
4,2,6,1209.0
4,3,1,453.6
4,3,2,573.0
4,3,5,777.6
4,3,6,1360.0
4,5,1,1209.0
4,5,2,907.2
4,5,3,2721.0
4,5,6,1555.0
4,6,1,1555.0
4,6,2,1088.0
4,6,3,1555.0
4,6,5,2721.0
5,1,2,153.3
5,1,3,181.4
5,1,4,453.6
5,1,6,311.0
5,2,1,205.4
5,2,3,231.6
5,2,4,170.1
5,2,6,375.4
5,3,1,279.1
5,3,2,175.5
5,3,4,1088.0
5,3,6,544.3
5,4,1,777.6
5,4,2,418.7
5,4,3,2177.0
5,4,6,640.4
5,6,1,362.9
5,6,2,518.4
5,6,3,375.4
5,6,4,777.6
6,1,2,87.0
6,1,3,137.8
6,1,4,573.0
6,1,5,302.4
6,2,1,131.1
6,2,3,194.4
6,2,4,837.4
6,2,5,604.8
6,3,1,272.1
6,3,2,236.6
6,3,4,473.3
6,3,5,403.2
6,4,1,1814.0
6,4,2,725.8
6,4,3,1555.0
6,4,5,2177.0
6,5,1,518.4
6,5,2,518.4
6,5,3,435.4
6,5,4,1360.0
