b1,b2,b3,o
1,2,3,9.9
1,2,4,15.0
1,2,5,36.0
1,2,6,53.4
1,3,2,11.7
1,3,4,5.8
1,3,5,13.5
1,3,6,29.7
1,4,2,21.4
1,4,3,15.6
1,4,5,38.1
1,4,6,58.7
1,5,2,67.9
1,5,3,48.6
1,5,4,69.2
1,5,6,117.4
1,6,2,150.9
1,6,3,152.8
1,6,4,253.2
1,6,5,240.6
2,1,3,59.5
2,1,4,73.8
2,1,5,129.3
2,1,6,160.9
2,3,1,127.2
2,3,4,168.8
2,3,5,285.9
2,3,6,342.3
2,4,1,181.4
2,4,3,229.3
2,4,5,496.1
2,4,6,675.2
2,5,1,342.3
2,5,3,486.1
2,5,4,565.3
2,5,6,934.9
2,6,1,565.3
2,6,3,934.9
2,6,4,972.3
2,6,5,2430.0
3,1,2,38.0
3,1,4,20.6
3,1,5,34.5
3,1,6,72.3
3,2,1,103.8
3,2,4,98.4
3,2,5,191.4
3,2,6,279.4
3,4,1,37.9
3,4,2,113.5
3,4,5,85.5
3,4,6,165.3
3,5,1,116.3
3,5,2,261.3
3,5,4,200.9
3,5,6,240.6
3,6,1,250.6
3,6,2,458.6
3,6,4,385.8
3,6,5,368.3
4,1,2,68.4
4,1,3,38.7
4,1,5,91.0
4,1,6,143.8
4,2,1,168.8
4,2,3,162.0
4,2,5,379.8
4,2,6,373.9
4,3,1,57.6
4,3,2,146.4
4,3,5,147.3
4,3,6,238.3
4,5,1,181.4
4,5,2,328.5
4,5,3,211.3
4,5,6,276.2
4,6,1,385.8
4,6,2,379.8
4,6,3,426.4
4,6,5,675.2
5,1,2,270.1
5,1,3,181.4
5,1,4,236.0
5,1,6,333.0
5,2,1,458.6
5,2,3,552.4
5,2,4,528.4
5,2,6,868.2
5,3,1,245.5
5,3,2,450.1
5,3,4,368.3
5,3,6,592.9
5,4,1,352.3
5,4,2,657.0
5,4,3,426.4
5,4,6,759.6
5,6,1,528.4
5,6,2,1012.0
5,6,3,657.0
5,6,4,1104.0
6,1,2,565.3
6,1,3,838.2
6,1,4,1429.0
6,1,5,1519.0
6,2,1,784.1
6,2,3,1157.0
6,2,4,1350.0
6,2,5,1736.0
6,3,1,1157.0
6,3,2,1215.0
6,3,4,972.3
6,3,5,900.3
6,4,1,2701.0
6,4,2,1620.0
6,4,3,1519.0
6,4,5,1157.0
6,5,1,1056.0
6,5,2,1279.0
6,5,3,1215.0
6,5,4,1736.0
