b1,b2,b3,o
1,2,3,9.6
1,2,4,88.3
1,2,5,12.6
1,2,6,49.8
1,3,2,6.1
1,3,4,60.6
1,3,5,5.3
1,3,6,23.0
1,4,2,182.5
1,4,3,171.3
1,4,5,193.0
1,4,6,243.3
1,5,2,14.3
1,5,3,11.4
1,5,4,99.3
1,5,6,36.6
1,6,2,114.2
1,6,3,85.2
1,6,4,279.8
1,6,5,91.2
2,1,3,57.7
2,1,4,329.2
2,1,5,63.1
2,1,6,233.2
2,3,1,164.6
2,3,4,932.8
2,3,5,223.8
2,3,6,579.0
2,4,1,671.6
2,4,3,621.8
2,4,5,559.7
2,4,6,430.5
2,5,1,129.1
2,5,3,275.2
2,5,4,987.7
2,5,6,409.5
2,6,1,479.7
2,6,3,730.0
2,6,4,763.2
2,6,5,799.5
3,1,2,34.6
3,1,4,152.6
3,1,5,19.9
3,1,6,74.6
3,2,1,111.1
3,2,4,357.2
3,2,5,132.2
3,2,6,284.5
3,4,1,349.8
3,4,2,466.4
3,4,5,399.7
3,4,6,579.0
3,5,1,44.0
3,5,2,92.7
3,5,4,239.8
3,5,6,114.2
3,6,1,207.2
3,6,2,270.8
3,6,4,508.8
3,6,5,218.0
4,1,2,541.6
4,1,3,335.8
4,1,5,305.2
4,1,6,559.7
4,2,1,987.7
4,2,3,1199.0
4,2,5,1119.0
4,2,6,1291.0
4,3,1,671.6
4,3,2,987.7
4,3,5,839.5
4,3,6,1199.0
4,5,1,479.7
4,5,2,883.7
4,5,3,730.0
4,5,6,1399.0
4,6,1,799.5
4,6,2,987.7
4,6,3,1526.0
4,6,5,1679.0
5,1,2,61.5
5,1,3,49.6
5,1,4,284.5
5,1,6,141.1
5,2,1,117.4
5,2,3,158.4
5,2,4,441.8
5,2,6,453.8
5,3,1,73.6
5,3,2,147.2
5,3,4,275.2
5,3,6,180.5
5,4,1,493.8
5,4,2,763.2
5,4,3,699.6
5,4,6,932.8
5,6,1,190.8
5,6,2,294.5
5,6,3,209.8
5,6,4,453.8
6,1,2,316.8
6,1,3,409.5
6,1,4,730.0
6,1,5,430.5
6,2,1,409.5
6,2,3,621.8
6,2,4,645.8
6,2,5,730.0
6,3,1,508.8
6,3,2,645.8
6,3,4,763.2
6,3,5,275.2
6,4,1,799.5
6,4,2,763.2
6,4,3,839.5
6,4,5,987.7
6,5,1,335.8
6,5,2,579.0
6,5,3,373.1
6,5,4,763.2
