b1,b2,b3,o
1,2,3,47.4
1,2,4,94.5
1,2,5,91.2
1,2,6,149.1
1,3,2,31.2
1,3,4,33.5
1,3,5,40.1
1,3,6,63.8
1,4,2,81.4
1,4,3,60.9
1,4,5,104.1
1,4,6,138.4
1,5,2,144.3
1,5,3,80.0
1,5,4,168.5
1,5,6,205.4
1,6,2,248.1
1,6,3,219.7
1,6,4,374.2
1,6,5,315.4
2,1,3,84.7
2,1,4,135.0
2,1,5,154.9
2,1,6,205.4
2,3,1,88.6
2,3,4,107.4
2,3,5,110.4
2,3,6,181.7
2,4,1,208.3
2,4,3,161.1
2,4,5,198.0
2,4,6,337.1
2,5,1,220.8
2,5,3,174.5
2,5,4,241.3
2,5,6,308.8
2,6,1,701.0
2,6,3,416.6
2,6,4,748.5
2,6,5,613.3
3,1,2,21.0
3,1,4,21.6
3,1,5,31.9
3,1,6,34.3
3,2,1,40.5
3,2,4,44.1
3,2,5,47.3
3,2,6,46.2
3,4,1,22.6
3,4,2,27.6
3,4,5,21.3
3,4,6,33.8
3,5,1,44.4
3,5,2,50.3
3,5,4,37.4
3,5,6,45.5
3,6,1,97.4
3,6,2,66.8
3,6,4,71.6
3,6,5,72.2
4,1,2,96.6
4,1,3,47.5
4,1,5,70.8
4,1,6,96.2
4,2,1,146.2
4,2,3,97.9
4,2,5,116.8
4,2,6,149.1
4,3,1,35.9
4,3,2,62.4
4,3,5,41.7
4,3,6,51.7
4,5,1,64.0
4,5,2,63.0
4,5,3,45.8
4,5,6,57.3
4,6,1,156.0
4,6,2,173.1
4,6,3,96.0
4,6,5,122.3
5,1,2,214.3
5,1,3,100.1
5,1,4,231.2
5,1,6,279.5
5,2,1,292.4
5,2,3,207.3
5,2,4,266.0
5,2,6,266.0
5,3,1,95.7
5,3,2,164.1
5,3,4,108.5
5,3,6,131.8
5,4,1,233.6
5,4,2,209.3
5,4,3,134.6
5,4,6,167.9
5,6,1,364.9
5,6,2,464.8
5,6,3,217.5
5,6,4,353.3
6,1,2,490.7
6,1,3,276.0
6,1,4,469.8
6,1,5,849.2
6,2,1,622.0
6,2,3,384.0
6,2,4,939.6
6,2,5,532.0
6,3,1,215.4
6,3,2,237.4
6,3,4,184.0
6,3,5,171.1
6,4,1,437.2
6,4,2,761.4
6,4,3,292.4
6,4,5,424.6
6,5,1,761.4
6,5,2,622.0
6,5,3,243.9
6,5,4,573.5
