b1,b2,b3,o
1,2,3,10.0
1,2,4,13.7
1,2,5,9.1
1,2,6,40.4
1,3,2,14.5
1,3,4,20.9
1,3,5,9.6
1,3,6,50.8
1,4,2,26.1
1,4,3,45.5
1,4,5,35.2
1,4,6,102.6
1,5,2,13.6
1,5,3,13.4
1,5,4,29.2
1,5,6,48.0
1,6,2,110.5
1,6,3,140.0
1,6,4,172.1
1,6,5,126.5
2,1,3,49.2
2,1,4,69.5
2,1,5,46.9
2,1,6,195.6
2,3,1,148.6
2,3,4,283.8
2,3,5,138.1
2,3,6,684.8
2,4,1,115.8
2,4,3,198.1
2,4,5,205.9
2,4,6,525.0
2,5,1,92.6
2,5,3,151.4
2,5,4,196.9
2,5,6,308.8
2,6,1,656.3
2,6,3,807.8
2,6,4,1211.0
2,6,5,787.6
3,1,2,70.9
3,1,4,114.1
3,1,5,38.7
3,1,6,141.9
3,2,1,108.6
3,2,4,165.8
3,2,5,106.0
3,2,6,300.0
3,4,1,260.3
3,4,2,338.7
3,4,5,350.0
3,4,6,500.0
3,5,1,55.4
3,5,2,109.7
3,5,4,338.7
3,5,6,192.1
3,6,1,463.3
3,6,2,787.6
3,6,4,656.3
3,6,5,484.6
4,1,2,143.8
4,1,3,254.0
4,1,5,174.0
4,1,6,321.4
4,2,1,215.7
4,2,3,384.2
4,2,5,362.1
4,2,6,353.9
4,3,1,338.7
4,3,2,492.2
4,3,5,477.3
4,3,6,543.1
4,5,1,218.7
4,5,2,321.4
4,5,3,431.5
4,5,6,470.2
4,6,1,716.0
4,6,2,684.8
4,6,3,642.9
4,6,5,594.4
5,1,2,62.2
5,1,3,62.5
5,1,4,113.7
5,1,6,152.9
5,2,1,116.2
5,2,3,170.2
5,2,4,240.4
5,2,6,315.0
5,3,1,112.5
5,3,2,195.6
5,3,4,443.7
5,3,6,318.2
5,4,1,190.9
5,4,2,342.4
5,4,3,463.3
5,4,6,443.7
5,6,1,393.8
5,6,2,470.2
5,6,3,525.0
5,6,4,670.3
6,1,2,926.6
6,1,3,954.6
6,1,4,1211.0
6,1,5,583.4
6,2,1,1166.0
6,2,3,787.6
6,2,4,1166.0
6,2,5,1125.0
6,3,1,1125.0
6,3,2,1853.0
6,3,4,851.4
6,3,5,1260.0
6,4,1,1369.0
6,4,2,1432.0
6,4,3,1575.0
6,4,5,1166.0
6,5,1,552.7
6,5,2,900.1
6,5,3,1125.0
6,5,4,1086.0
