b1,b2,b3,o
1,2,3,17.4
1,2,4,12.2
1,2,5,40.3
1,2,6,21.8
1,3,2,24.5
1,3,4,26.4
1,3,5,50.2
1,3,6,31.4
1,4,2,27.3
1,4,3,37.6
1,4,5,35.4
1,4,6,25.1
1,5,2,94.4
1,5,3,99.7
1,5,4,96.3
1,5,6,120.2
1,6,2,41.1
1,6,3,59.8
1,6,4,47.7
1,6,5,111.6
2,1,3,61.7
2,1,4,60.1
2,1,5,152.9
2,1,6,85.8
2,3,1,130.2
2,3,4,190.1
2,3,5,230.6
2,3,6,251.2
2,4,1,107.4
2,4,3,143.5
2,4,5,151.3
2,4,6,101.2
2,5,1,216.4
2,5,3,287.1
2,5,4,275.9
2,5,6,270.6
2,6,1,185.1
2,6,3,251.2
2,6,4,190.1
2,6,5,351.7
3,1,2,76.0
3,1,4,53.7
3,1,5,76.0
3,1,6,58.6
3,2,1,129.0
3,2,4,110.7
3,2,5,195.4
3,2,6,154.6
3,4,1,113.4
3,4,2,173.7
3,4,5,182.7
3,4,6,109.9
3,5,1,171.6
3,5,2,275.9
3,5,4,260.5
3,5,6,137.9
3,6,1,163.6
3,6,2,242.6
3,6,4,195.4
3,6,5,210.0
4,1,2,48.1
4,1,3,74.0
4,1,5,45.6
4,1,6,36.0
4,2,1,75.2
4,2,3,149.6
4,2,5,84.7
4,2,6,74.0
4,3,1,107.4
4,3,2,185.1
4,3,5,180.4
4,3,6,120.2
4,5,1,61.9
4,5,2,66.3
4,5,3,112.5
4,5,6,43.7
4,6,1,51.5
4,6,2,68.6
4,6,3,127.9
4,6,5,50.0
5,1,2,175.8
5,1,3,203.9
5,1,4,139.3
5,1,6,178.1
5,2,1,335.0
5,2,3,351.7
5,2,4,299.3
5,2,6,541.2
5,3,1,343.2
5,3,2,521.1
5,3,4,879.4
5,3,6,611.8
5,4,1,165.5
5,4,2,195.4
5,4,3,293.1
5,4,6,109.0
5,6,1,234.5
5,6,2,502.5
5,6,3,453.9
5,6,4,139.3
6,1,2,129.0
6,1,3,203.9
6,1,4,102.7
6,1,5,230.6
6,2,1,226.9
6,2,3,238.5
6,2,4,216.4
6,2,5,413.8
6,3,1,312.7
6,3,2,390.8
6,3,4,351.7
6,3,5,827.7
6,4,1,101.2
6,4,2,223.3
6,4,3,402.0
6,4,5,132.7
6,5,1,299.3
6,5,2,521.1
6,5,3,541.2
6,5,4,149.6
