b1,b2,b3,o
1,2,3,15.3
1,2,4,13.0
1,2,5,38.5
1,2,6,75.3
1,3,2,17.8
1,3,4,16.8
1,3,5,49.5
1,3,6,47.6
1,4,2,21.8
1,4,3,21.6
1,4,5,68.7
1,4,6,76.5
1,5,2,52.7
1,5,3,47.9
1,5,4,78.9
1,5,6,351.7
1,6,2,93.4
1,6,3,152.2
1,6,4,238.2
1,6,5,820.6
2,1,3,23.5
2,1,4,30.5
2,1,5,56.1
2,1,6,121.0
2,3,1,54.1
2,3,4,26.0
2,3,5,103.3
2,3,6,89.5
2,4,1,40.8
2,4,3,23.4
2,4,5,85.8
2,4,6,97.1
2,5,1,307.7
2,5,3,196.9
2,5,4,223.8
2,5,6,434.4
2,6,1,476.5
2,6,3,351.7
2,6,4,254.6
2,6,5,820.6
3,1,2,60.7
3,1,4,58.1
3,1,5,104.0
3,1,6,155.4
3,2,1,82.9
3,2,4,38.0
3,2,5,139.3
3,2,6,155.4
3,4,1,79.4
3,4,2,38.4
3,4,5,135.5
3,4,6,78.5
3,5,1,314.2
3,5,2,230.8
3,5,4,220.4
3,5,6,547.1
3,6,1,527.5
3,6,2,461.6
3,6,4,157.1
3,6,5,509.3
4,1,2,67.1
4,1,3,51.6
4,1,5,61.5
4,1,6,96.5
4,2,1,78.5
4,2,3,39.3
4,2,5,99.8
4,2,6,99.1
4,3,1,97.1
4,3,2,55.9
4,3,5,169.7
4,3,6,98.4
4,5,1,152.2
4,5,2,129.5
4,5,3,173.7
4,5,6,184.6
4,6,1,246.2
4,6,2,143.4
4,6,3,152.2
4,6,5,238.2
5,1,2,343.5
5,1,3,343.5
5,1,4,242.1
5,1,6,461.6
5,2,1,369.3
5,2,3,343.5
5,2,4,214.0
5,2,6,447.6
5,3,1,422.0
5,3,2,360.2
5,3,4,351.7
5,3,6,590.8
5,4,1,278.7
5,4,2,259.1
5,4,3,268.5
5,4,6,422.0
5,6,1,509.3
5,6,2,590.8
5,6,3,984.8
5,6,4,703.4
6,1,2,126.2
6,1,3,194.3
6,1,4,590.8
6,1,5,984.8
6,2,1,642.2
6,2,3,278.7
6,2,4,301.4
6,2,5,984.8
6,3,1,509.3
6,3,2,314.2
6,3,4,165.9
6,3,5,1055.0
6,4,1,703.4
6,4,2,238.2
6,4,3,208.0
6,4,5,703.4
6,5,1,984.8
6,5,2,923.2
6,5,3,738.6
6,5,4,671.4
