b1,b2,b3,o
1,2,3,14.0
1,2,4,60.2
1,2,5,44.4
1,2,6,23.8
1,3,2,26.8
1,3,4,110.9
1,3,5,78.6
1,3,6,66.8
1,4,2,107.4
1,4,3,182.1
1,4,5,192.2
1,4,6,196.6
1,5,2,139.5
1,5,3,137.3
1,5,4,211.0
1,5,6,93.0
1,6,2,57.6
1,6,3,103.0
1,6,4,270.3
1,6,5,116.9
2,1,3,8.5
2,1,4,40.9
2,1,5,26.2
2,1,6,14.9
2,3,1,10.2
2,3,4,37.6
2,3,5,25.0
2,3,6,12.1
2,4,1,127.2
2,4,3,119.3
2,4,5,160.2
2,4,6,92.0
2,5,1,91.0
2,5,3,83.5
2,5,4,201.2
2,5,6,82.7
2,6,1,31.1
2,6,3,23.7
2,6,4,97.2
2,6,5,72.7
3,1,2,44.4
3,1,4,164.8
3,1,5,106.1
3,1,6,122.7
3,2,1,33.0
3,2,4,110.9
3,2,5,68.3
3,2,6,38.7
3,4,1,432.6
3,4,2,309.0
3,4,5,540.7
3,4,6,384.5
3,5,1,247.2
3,5,2,206.0
3,5,4,508.9
3,5,6,412.0
3,6,1,224.7
3,6,2,66.0
3,6,4,274.6
3,6,5,279.1
4,1,2,288.4
4,1,3,412.0
4,1,5,412.0
4,1,6,752.3
4,2,1,293.3
4,2,3,368.1
4,2,5,412.0
4,2,6,198.9
4,3,1,494.4
4,3,2,422.0
4,3,5,692.1
4,3,6,393.2
4,5,1,692.1
4,5,2,865.2
4,5,3,865.2
4,5,6,752.3
4,6,1,618.0
4,6,2,298.3
4,6,3,480.6
4,6,5,824.0
5,1,2,360.5
5,1,3,262.1
5,1,4,432.6
5,1,6,480.6
5,2,1,360.5
5,2,3,274.6
5,2,4,480.6
5,2,6,320.4
5,3,1,455.3
5,3,2,346.0
5,3,4,824.0
5,3,6,494.4
5,4,1,432.6
5,4,2,910.7
5,4,3,752.3
5,4,6,618.0
5,6,1,443.7
5,6,2,346.0
5,6,3,494.4
5,6,4,910.7
6,1,2,168.0
6,1,3,194.4
6,1,4,480.6
6,1,5,558.2
6,2,1,135.1
6,2,3,69.2
6,2,4,230.7
6,2,5,233.8
6,3,1,250.7
6,3,2,93.5
6,3,4,309.0
6,3,5,494.4
6,4,1,540.7
6,4,2,455.3
6,4,3,422.0
6,4,5,721.0
6,5,1,596.7
6,5,2,288.4
6,5,3,384.5
6,5,4,721.0
