b1,b2,b3,o
1,2,3,14.0
1,2,4,6.4
1,2,5,11.9
1,2,6,36.5
1,3,2,18.7
1,3,4,14.9
1,3,5,19.0
1,3,6,48.3
1,4,2,8.0
1,4,3,19.2
1,4,5,9.2
1,4,6,31.4
1,5,2,19.0
1,5,3,29.6
1,5,4,19.0
1,5,6,45.4
1,6,2,76.4
1,6,3,109.8
1,6,4,95.8
1,6,5,110.6
2,1,3,210.0
2,1,4,100.2
2,1,5,158.4
2,1,6,327.1
2,3,1,440.3
2,3,4,683.5
2,3,5,763.3
2,3,6,1117.0
2,4,1,207.2
2,4,3,683.5
2,4,5,538.8
2,4,6,803.4
2,5,1,277.5
2,5,3,803.4
2,5,4,673.5
2,5,6,848.1
2,6,1,663.7
2,6,3,1237.0
2,6,4,1347.0
2,6,5,1477.0
3,1,2,205.3
3,1,4,162.4
3,1,5,203.5
3,1,6,408.9
3,2,1,440.3
3,2,4,436.1
3,2,5,492.4
3,2,6,693.9
3,4,1,324.8
3,4,2,520.4
3,4,5,538.8
3,4,6,1065.0
3,5,1,405.2
3,5,2,514.5
3,5,4,551.7
3,5,6,848.1
3,6,1,1347.0
3,6,2,1090.0
3,6,4,1347.0
3,6,5,1635.0
4,1,2,45.0
4,1,3,137.5
4,1,5,45.8
4,1,6,129.0
4,2,1,168.3
4,2,3,618.8
4,2,5,327.1
4,2,6,293.5
4,3,1,497.8
4,3,2,934.6
4,3,5,453.4
4,3,6,898.0
4,5,1,76.7
4,5,2,167.7
4,5,3,503.2
4,5,6,133.1
4,6,1,467.3
4,6,2,572.4
4,6,3,497.8
4,6,5,329.4
5,1,2,156.3
5,1,3,289.8
5,1,4,119.5
5,1,6,257.2
5,2,1,301.3
5,2,3,880.7
5,2,4,572.4
5,2,6,750.7
5,3,1,545.2
5,3,2,763.3
5,3,4,954.1
5,3,6,1090.0
5,4,1,161.2
5,4,2,388.1
5,4,3,789.6
5,4,6,267.8
5,6,1,558.5
5,6,2,880.7
5,6,3,1117.0
5,6,4,1065.0
6,1,2,514.5
6,1,3,1017.0
6,1,4,538.8
6,1,5,934.6
6,2,1,1090.0
6,2,3,1040.0
6,2,4,848.1
6,2,5,1579.0
6,3,1,1579.0
6,3,2,1237.0
6,3,4,1477.0
6,3,5,1635.0
6,4,1,817.8
6,4,2,848.1
6,4,3,1431.0
6,4,5,1761.0
6,5,1,1040.0
6,5,2,1477.0
6,5,3,1908.0
6,5,4,1579.0
