b1,b2,b3,o
1,2,3,12.3
1,2,4,10.2
1,2,5,8.5
1,2,6,27.0
1,3,2,21.3
1,3,4,30.6
1,3,5,28.9
1,3,6,69.4
1,4,2,20.3
1,4,3,36.2
1,4,5,28.5
1,4,6,56.3
1,5,2,17.6
1,5,3,36.6
1,5,4,34.0
1,5,6,48.2
1,6,2,84.2
1,6,3,174.4
1,6,4,154.7
1,6,5,132.3
2,1,3,32.6
2,1,4,28.3
2,1,5,23.2
2,1,6,56.6
2,3,1,89.0
2,3,4,137.8
2,3,5,131.2
2,3,6,285.5
2,4,1,79.4
2,4,3,164.5
2,4,5,121.9
2,4,6,186.9
2,5,1,63.6
2,5,3,155.3
2,5,4,134.7
2,5,6,134.4
2,6,1,275.6
2,6,3,564.7
2,6,4,444.4
2,6,5,369.1
3,1,2,71.8
3,1,4,94.5
3,1,5,95.1
3,1,6,172.9
3,2,1,120.7
3,2,4,164.2
3,2,5,133.0
3,2,6,259.8
3,4,1,118.0
3,4,2,143.4
3,4,5,111.5
3,4,6,155.9
3,5,1,131.8
3,5,2,128.8
3,5,4,157.0
3,5,6,159.5
3,6,1,321.5
3,6,2,397.9
3,6,4,322.8
3,6,5,307.2
4,1,2,78.9
4,1,3,130.3
4,1,5,109.0
4,1,6,156.8
4,2,1,123.2
4,2,3,259.0
4,2,5,165.1
4,2,6,237.8
4,3,1,151.6
4,3,2,254.4
4,3,5,217.3
4,3,6,283.3
4,5,1,144.7
4,5,2,168.6
4,5,3,284.5
4,5,6,204.4
4,6,1,300.6
4,6,2,338.2
4,6,3,498.4
4,6,5,330.7
5,1,2,82.4
5,1,3,200.5
5,1,4,214.9
5,1,6,160.5
5,2,1,114.3
5,2,3,334.2
5,2,4,272.1
5,2,6,290.0
5,3,1,320.3
5,3,2,385.3
5,3,4,431.6
5,3,6,522.9
5,4,1,324.8
5,4,2,319.1
5,4,3,506.3
5,4,6,402.3
5,6,1,436.1
5,6,2,401.7
5,6,3,869.2
5,6,4,630.4
6,1,2,474.2
6,1,3,979.5
6,1,4,795.9
6,1,5,829.6
6,2,1,675.5
6,2,3,1319.0
6,2,4,1031.0
6,2,5,848.9
6,3,1,1254.0
6,3,2,1525.0
6,3,4,1112.0
6,3,5,1279.0
6,4,1,1070.0
6,4,2,1207.0
6,4,3,1267.0
6,4,5,1326.0
6,5,1,994.8
6,5,2,903.1
6,5,3,1340.0
6,5,4,1152.0
