b1,b2,b3,o
1,2,3,20.6
1,2,4,15.3
1,2,5,56.1
1,2,6,61.3
1,3,2,14.4
1,3,4,5.2
1,3,5,24.3
1,3,6,34.4
1,4,2,12.0
1,4,3,6.1
1,4,5,19.6
1,4,6,28.2
1,5,2,86.3
1,5,3,47.0
1,5,4,57.6
1,5,6,105.6
1,6,2,183.0
1,6,3,87.7
1,6,4,97.8
1,6,5,159.6
2,1,3,131.8
2,1,4,145.4
2,1,5,265.4
2,1,6,433.3
2,3,1,214.4
2,3,4,196.5
2,3,5,348.0
2,3,6,606.6
2,4,1,225.8
2,4,3,238.5
2,4,5,493.7
2,4,6,400.6
2,5,1,493.7
2,5,3,353.8
2,5,4,684.9
2,5,6,643.4
2,6,1,732.1
2,6,3,707.7
2,6,4,558.7
2,6,5,1179.0
3,1,2,97.8
3,1,4,34.1
3,1,5,71.4
3,1,6,135.2
3,2,1,268.7
3,2,4,228.3
3,2,5,241.2
3,2,6,342.4
3,4,1,52.9
3,4,2,179.9
3,4,5,196.5
3,4,6,228.3
3,5,1,164.5
3,5,2,246.8
3,5,4,321.7
3,5,6,348.0
3,6,1,331.7
3,6,2,884.6
3,6,4,589.7
3,6,5,849.3
4,1,2,61.9
4,1,3,30.3
4,1,5,61.7
4,1,6,80.1
4,2,1,204.1
4,2,3,244.0
4,2,5,321.7
4,2,6,275.7
4,3,1,55.1
4,3,2,194.7
4,3,5,208.1
4,3,6,181.4
4,5,1,110.0
4,5,2,262.1
4,5,3,202.2
4,5,6,225.8
4,6,1,249.7
4,6,2,372.5
4,6,3,337.0
4,6,5,493.7
5,1,2,272.2
5,1,3,119.9
5,1,4,262.1
5,1,6,290.8
5,2,1,517.8
5,2,3,326.6
5,2,4,493.7
5,2,6,558.7
5,3,1,183.0
5,3,2,442.3
5,3,4,684.9
5,3,6,758.3
5,4,1,299.0
5,4,2,663.5
5,4,3,493.7
5,4,6,643.4
5,6,1,624.4
5,6,2,1415.0
5,6,3,1248.0
5,6,4,1011.0
6,1,2,573.8
6,1,3,424.6
6,1,4,433.3
6,1,5,758.3
6,2,1,684.9
6,2,3,816.6
6,2,4,1248.0
6,2,5,1415.0
6,3,1,433.3
6,3,2,1769.0
6,3,4,573.8
6,3,5,1633.0
6,4,1,530.8
6,4,2,1179.0
6,4,3,758.3
6,4,5,1415.0
6,5,1,1179.0
6,5,2,1930.0
6,5,3,1930.0
6,5,4,707.7
