b1,b2,b3,o
1,2,3,10.2
1,2,4,15.8
1,2,5,27.0
1,2,6,38.0
1,3,2,8.3
1,3,4,8.4
1,3,5,15.0
1,3,6,23.6
1,4,2,25.4
1,4,3,21.1
1,4,5,43.2
1,4,6,49.5
1,5,2,43.1
1,5,3,33.5
1,5,4,63.0
1,5,6,81.6
1,6,2,64.0
1,6,3,58.3
1,6,4,85.7
1,6,5,111.0
2,1,3,53.3
2,1,4,80.5
2,1,5,107.4
2,1,6,155.3
2,3,1,104.8
2,3,4,188.4
2,3,5,237.1
2,3,6,406.4
2,4,1,243.9
2,4,3,324.7
2,4,5,520.8
2,4,6,603.7
2,5,1,315.5
2,5,3,354.0
2,5,4,613.2
2,5,6,667.5
2,6,1,488.9
2,6,3,722.7
2,6,4,800.7
2,6,5,862.0
3,1,2,32.2
3,1,4,27.1
3,1,5,37.8
3,1,6,63.4
3,2,1,92.6
3,2,4,158.0
3,2,5,189.9
3,2,6,313.1
3,4,1,75.7
3,4,2,144.5
3,4,5,140.9
3,4,6,182.2
3,5,1,108.5
3,5,2,185.3
3,5,4,196.7
3,5,6,279.5
3,6,1,227.4
3,6,2,428.7
3,6,4,357.2
3,6,5,418.0
4,1,2,140.3
4,1,3,120.7
4,1,5,171.8
4,1,6,214.4
4,2,1,332.4
4,2,3,409.6
4,2,5,630.1
4,2,6,641.3
4,3,1,191.4
4,3,2,351.9
4,3,5,354.4
4,3,6,425.2
4,5,1,311.3
4,5,2,447.6
4,5,3,393.3
4,5,6,456.8
4,6,1,476.6
4,6,2,647.6
4,6,3,631.2
4,6,5,700.2
5,1,2,153.1
5,1,3,118.9
5,1,4,226.4
5,1,6,241.5
5,2,1,319.5
5,2,3,332.1
5,2,4,623.5
5,2,6,624.6
5,3,1,188.7
5,3,2,291.7
5,3,4,417.1
5,3,6,509.0
5,4,1,469.6
5,4,2,644.6
5,4,3,522.6
5,4,6,658.5
5,6,1,526.4
5,6,2,718.5
5,6,3,661.0
5,6,4,743.0
6,1,2,122.2
6,1,3,124.4
6,1,4,182.2
6,1,5,209.9
6,2,1,206.9
6,2,3,253.0
6,2,4,327.0
6,2,5,368.7
6,3,1,193.5
6,3,2,263.5
6,3,4,299.3
6,3,5,351.6
6,4,1,331.4
6,4,2,419.1
6,4,3,380.4
6,4,5,444.5
6,5,1,355.7
6,5,2,425.9
6,5,3,414.5
6,5,4,445.0
