b1,b2,b3,o
1,2,3,6.1
1,2,4,6.3
1,2,5,18.8
1,2,6,11.1
1,3,2,32.2
1,3,4,55.0
1,3,5,143.2
1,3,6,120.9
1,4,2,33.6
1,4,3,83.0
1,4,5,113.7
1,4,6,78.0
1,5,2,82.4
1,5,3,175.8
1,5,4,221.0
1,5,6,224.9
1,6,2,64.1
1,6,3,186.9
1,6,4,144.9
1,6,5,259.6
2,1,3,8.3
2,1,4,8.2
2,1,5,22.6
2,1,6,12.4
2,3,1,38.9
2,3,4,69.8
2,3,5,144.3
2,3,6,141.2
2,4,1,37.1
2,4,3,78.0
2,4,5,120.5
2,4,6,76.0
2,5,1,131.5
2,5,3,208.0
2,5,4,212.5
2,5,6,193.4
2,6,1,70.9
2,6,3,195.4
2,6,4,146.5
2,6,5,216.1
3,1,2,179.9
3,1,4,307.0
3,1,5,219.8
3,1,6,365.0
3,2,1,203.6
3,2,4,257.9
3,2,5,211.4
3,2,6,530.0
3,4,1,577.4
3,4,2,496.0
3,4,5,1045.0
3,4,6,586.2
3,5,1,455.1
3,5,2,383.0
3,5,4,1334.0
3,5,6,1105.0
3,6,1,967.2
3,6,2,1045.0
3,6,4,1334.0
3,6,5,2149.0
4,1,2,110.5
4,1,3,444.7
4,1,5,288.7
4,1,6,244.8
4,2,1,163.2
4,2,3,375.6
4,2,5,336.4
4,2,6,228.9
4,3,1,823.1
4,3,2,789.5
4,3,5,1018.0
4,3,6,899.7
4,5,1,537.3
4,5,2,595.2
4,5,3,921.1
4,5,6,586.2
4,6,1,425.1
4,6,2,434.7
4,6,3,1209.0
4,6,5,604.5
5,1,2,302.2
5,1,3,398.8
5,1,4,560.7
5,1,6,407.2
5,2,1,444.7
5,2,3,455.1
5,2,4,515.8
5,2,6,544.9
5,3,1,614.1
5,3,2,552.7
5,3,4,1289.0
5,3,6,1137.0
5,4,1,1045.0
5,4,2,967.2
5,4,3,1842.0
5,4,6,568.9
5,6,1,841.0
5,6,2,1074.0
5,6,3,1074.0
5,6,4,1137.0
6,1,2,322.4
6,1,3,568.9
6,1,4,921.1
6,1,5,1432.0
6,2,1,398.8
6,2,3,992.0
6,2,4,823.1
6,2,5,1612.0
6,3,1,1045.0
6,3,2,1547.0
6,3,4,2275.0
6,3,5,2036.0
6,4,1,992.0
6,4,2,992.0
6,4,3,2149.0
6,4,5,1547.0
6,5,1,2418.0
6,5,2,1547.0
6,5,3,2579.0
6,5,4,1248.0
