b1,b2,b3,o
1,2,3,48.5
1,2,4,21.9
1,2,5,12.4
1,2,6,95.4
1,3,2,78.6
1,3,4,57.6
1,3,5,29.2
1,3,6,151.1
1,4,2,21.1
1,4,3,45.8
1,4,5,8.7
1,4,6,57.8
1,5,2,9.9
1,5,3,20.8
1,5,4,7.8
1,5,6,29.7
1,6,2,255.8
1,6,3,175.5
1,6,4,206.0
1,6,5,120.8
2,1,3,172.4
2,1,4,67.2
2,1,5,66.8
2,1,6,315.7
2,3,1,403.5
2,3,4,391.4
2,3,5,343.3
2,3,6,767.5
2,4,1,189.1
2,4,3,621.3
2,4,5,182.9
2,4,6,567.3
2,5,1,105.8
2,5,3,296.5
2,5,4,173.9
2,5,6,399.4
2,6,1,851.0
2,6,3,978.6
2,6,4,954.8
2,6,5,1058.0
3,1,2,334.5
3,1,4,250.9
3,1,5,164.4
3,1,6,434.9
3,2,1,508.4
3,2,4,372.8
3,2,5,362.4
3,2,6,521.9
3,4,1,380.0
3,4,2,471.6
3,4,5,407.7
3,4,6,724.9
3,5,1,212.7
3,5,2,328.9
3,5,4,430.1
3,5,6,515.0
3,6,1,1398.0
3,6,2,1186.0
3,6,4,1398.0
3,6,5,1087.0
4,1,2,71.9
4,1,3,139.8
4,1,5,28.0
4,1,6,137.3
4,2,1,149.9
4,2,3,340.4
4,2,5,136.4
4,2,6,359.1
4,3,1,328.9
4,3,2,621.3
4,3,5,483.2
4,3,6,584.2
4,5,1,28.1
4,5,2,78.1
4,5,3,180.4
4,5,6,91.2
4,6,1,383.7
4,6,2,593.1
4,6,3,798.9
4,6,5,264.5
5,1,2,25.3
5,1,3,47.3
5,1,4,18.8
5,1,6,55.3
5,2,1,70.4
5,2,3,195.7
5,2,4,121.1
5,2,6,249.3
5,3,1,149.4
5,3,2,352.6
5,3,4,403.5
5,3,6,536.2
5,4,1,29.1
5,4,2,89.7
5,4,3,180.4
5,4,6,121.1
5,6,1,173.9
5,6,2,391.4
5,6,3,674.9
5,6,4,323.5
6,1,2,832.9
6,1,3,815.5
6,1,4,767.5
6,1,5,686.7
6,2,1,954.8
6,2,3,1262.0
6,2,4,2302.0
6,2,5,1864.0
6,3,1,1398.0
6,3,2,2302.0
6,3,4,1087.0
6,3,5,1349.0
6,4,1,815.5
6,4,2,1779.0
6,4,3,1505.0
6,4,5,699.0
6,5,1,536.2
6,5,2,1186.0
6,5,3,1449.0
6,5,4,466.0
