b1,b2,b3,o
1,2,3,15.8
1,2,4,29.7
1,2,5,228.3
1,2,6,49.5
1,3,2,14.2
1,3,4,14.2
1,3,5,94.5
1,3,6,20.4
1,4,2,43.1
1,4,3,32.5
1,4,5,252.6
1,4,6,46.3
1,5,2,428.1
1,5,3,198.8
1,5,4,390.1
1,5,6,358.4
1,6,2,63.4
1,6,3,45.3
1,6,4,62.3
1,6,5,453.3
2,1,3,50.1
2,1,4,66.8
2,1,5,416.5
2,1,6,88.3
2,3,1,54.0
2,3,4,45.8
2,3,5,324.4
2,3,6,59.0
2,4,1,124.2
2,4,3,83.9
2,4,5,906.6
2,4,6,108.9
2,5,1,1185.0
2,5,3,629.0
2,5,4,1813.0
2,5,6,1467.0
2,6,1,131.7
2,6,3,119.9
2,6,4,118.5
2,6,5,963.2
3,1,2,22.1
3,1,4,23.4
3,1,5,95.7
3,1,6,23.8
3,2,1,40.8
3,2,4,33.9
3,2,5,209.6
3,2,6,40.7
3,4,1,28.0
3,4,2,47.3
3,4,5,244.6
3,4,6,28.4
3,5,1,350.2
3,5,2,354.3
3,5,4,531.4
3,5,6,446.7
3,6,1,38.9
3,6,2,54.8
3,6,4,34.1
3,6,5,305.1
4,1,2,108.9
4,1,3,76.6
4,1,5,497.1
4,1,6,89.6
4,2,1,160.5
4,2,3,90.9
4,2,5,751.8
4,2,6,145.4
4,3,1,76.2
4,3,2,86.3
4,3,5,560.4
4,3,6,64.8
4,5,1,1467.0
4,5,2,1141.0
4,5,3,906.6
4,5,6,1233.0
4,6,1,91.4
4,6,2,103.7
4,6,3,64.6
4,6,5,467.0
5,1,2,856.2
5,1,3,335.0
5,1,4,1233.0
5,1,6,856.2
5,2,1,856.2
5,2,3,489.2
5,2,4,1062.0
5,2,6,1401.0
5,3,1,405.5
5,3,2,629.0
5,3,4,1541.0
5,3,6,1467.0
5,4,1,1813.0
5,4,2,1100.0
5,4,3,1340.0
5,4,6,2201.0
5,6,1,2201.0
5,6,2,2802.0
5,6,3,1813.0
5,6,4,2371.0
6,1,2,111.6
6,1,3,73.2
6,1,4,96.9
6,1,5,642.1
6,2,1,130.6
6,2,3,111.2
6,2,4,136.3
6,2,5,604.4
6,3,1,85.3
6,3,2,116.7
6,3,4,75.7
6,3,5,716.8
6,4,1,127.3
6,4,2,152.5
6,4,3,91.1
6,4,5,685.0
6,5,1,1401.0
6,5,2,1712.0
6,5,3,994.3
6,5,4,1062.0
