b1,b2,b3,o
1,2,3,17.2
1,2,4,3.3
1,2,5,4.4
1,2,6,29.1
1,3,2,66.1
1,3,4,147.7
1,3,5,151.3
1,3,6,211.1
1,4,2,19.2
1,4,3,97.0
1,4,5,39.1
1,4,6,119.0
1,5,2,21.7
1,5,3,144.8
1,5,4,55.8
1,5,6,143.7
1,6,2,148.3
1,6,3,410.6
1,6,4,249.1
1,6,5,306.3
2,1,3,34.0
2,1,4,10.3
2,1,5,11.4
2,1,6,54.8
2,3,1,192.6
2,3,4,359.3
2,3,5,406.2
2,3,6,911.5
2,4,1,43.5
2,4,3,285.2
2,4,5,76.8
2,4,6,179.6
2,5,1,52.3
2,5,3,287.4
2,5,4,129.3
2,5,6,263.1
2,6,1,265.0
2,6,3,849.3
2,6,4,434.5
2,6,5,491.7
3,1,2,373.7
3,1,4,869.1
3,1,5,370.0
3,1,6,2076.0
3,2,1,485.3
3,2,4,612.6
3,2,5,401.8
3,2,6,1132.0
3,4,1,1245.0
3,4,2,911.5
3,4,5,911.5
3,4,6,1779.0
3,5,1,593.2
3,5,2,602.7
3,5,4,1288.0
3,5,6,889.8
3,6,1,2491.0
3,6,2,1868.0
3,6,4,3114.0
3,6,5,2335.0
4,1,2,67.5
4,1,3,439.6
4,1,5,118.2
4,1,6,333.6
4,2,1,92.7
4,2,3,511.9
4,2,5,128.8
4,2,6,303.8
4,3,1,983.5
4,3,2,1288.0
4,3,5,1132.0
4,3,6,1384.0
4,5,1,157.6
4,5,2,159.7
4,5,3,557.8
4,5,6,339.7
4,6,1,1067.0
4,6,2,983.5
4,6,3,1779.0
4,6,5,1288.0
5,1,2,97.8
5,1,3,429.5
5,1,4,227.8
5,1,6,349.2
5,2,1,129.3
5,2,3,505.0
5,2,4,218.5
5,2,6,406.2
5,3,1,869.1
5,3,2,1067.0
5,3,4,1779.0
5,3,6,1624.0
5,4,1,272.7
5,4,2,278.9
5,4,3,1067.0
5,4,6,747.4
5,6,1,1437.0
5,6,2,1167.0
5,6,3,1384.0
5,6,4,1868.0
6,1,2,633.4
6,1,3,2669.0
6,1,4,1334.0
6,1,5,2669.0
6,2,1,812.4
6,2,3,1557.0
6,2,4,1624.0
6,2,5,2198.0
6,3,1,2335.0
6,3,2,2669.0
6,3,4,4671.0
6,3,5,3397.0
6,4,1,1132.0
6,4,2,2874.0
6,4,3,4671.0
6,4,5,3737.0
6,5,1,2198.0
6,5,2,2198.0
6,5,3,2076.0
6,5,4,1967.0
