b1,b2,b3,o
1,2,3,11.7
1,2,4,8.6
1,2,5,34.4
1,2,6,62.5
1,3,2,28.4
1,3,4,34.3
1,3,5,97.0
1,3,6,146.5
1,4,2,13.8
1,4,3,32.6
1,4,5,42.1
1,4,6,116.6
1,5,2,101.6
1,5,3,154.9
1,5,4,154.9
1,5,6,323.7
1,6,2,177.0
1,6,3,333.7
1,6,4,305.5
1,6,5,451.9
2,1,3,18.6
2,1,4,10.1
2,1,5,40.8
2,1,6,69.9
2,3,1,34.6
2,3,4,25.2
2,3,5,72.9
2,3,6,112.4
2,4,1,16.1
2,4,3,22.4
2,4,5,40.9
2,4,6,77.8
2,5,1,162.5
2,5,3,227.1
2,5,4,157.2
2,5,6,367.6
2,6,1,224.8
2,6,3,283.5
2,6,4,262.9
2,6,5,380.5
3,1,2,80.9
3,1,4,122.2
3,1,5,267.8
3,1,6,417.1
3,2,1,77.3
3,2,4,55.6
3,2,5,161.2
3,2,6,210.6
3,4,1,180.7
3,4,2,84.4
3,4,5,333.7
3,4,6,421.2
3,5,1,549.2
3,5,2,285.4
3,5,4,516.5
3,5,6,818.6
3,6,1,522.7
3,6,2,471.6
3,6,4,563.4
3,6,5,602.6
4,1,2,24.0
4,1,3,80.3
4,1,5,62.4
4,1,6,187.0
4,2,1,28.6
4,2,3,48.4
4,2,5,74.2
4,2,6,129.9
4,3,1,137.3
4,3,2,71.5
4,3,5,184.6
4,3,6,252.2
4,5,1,149.1
4,5,2,129.5
4,5,3,245.1
4,5,6,299.2
4,6,1,281.7
4,6,2,208.5
4,6,3,476.7
4,6,5,349.9
5,1,2,398.0
5,1,3,487.5
5,1,4,390.8
5,1,6,774.7
5,2,1,447.3
5,2,3,487.5
5,2,4,383.9
5,2,6,834.3
5,3,1,923.1
5,3,2,594.3
5,3,4,903.9
5,3,6,834.3
5,4,1,535.6
5,4,2,504.5
5,4,3,923.1
5,4,6,903.9
5,6,1,1886.0
5,6,2,1141.0
5,6,3,1735.0
5,6,4,1276.0
6,1,2,602.6
6,1,3,1496.0
6,1,4,1314.0
6,1,5,1972.0
6,2,1,586.3
6,2,3,867.7
6,2,4,711.2
6,2,5,1009.0
6,3,1,2169.0
6,3,2,1276.0
6,3,4,1972.0
6,3,5,1276.0
6,4,1,1276.0
6,4,2,774.7
6,4,3,1807.0
6,4,5,1972.0
6,5,1,2169.0
6,5,2,1355.0
6,5,3,1886.0
6,5,4,1807.0
