b1,b2,b3,o
1,2,3,5.4
1,2,4,8.9
1,2,5,6.3
1,2,6,18.9
1,3,2,11.9
1,3,4,25.2
1,3,5,16.0
1,3,6,37.2
1,4,2,21.7
1,4,3,52.9
1,4,5,36.0
1,4,6,48.0
1,5,2,12.2
1,5,3,23.7
1,5,4,41.4
1,5,6,32.5
1,6,2,60.1
1,6,3,99.4
1,6,4,133.5
1,6,5,107.5
2,1,3,62.2
2,1,4,76.2
2,1,5,36.8
2,1,6,114.6
2,3,1,165.1
2,3,4,365.1
2,3,5,292.6
2,3,6,560.5
2,4,1,170.8
2,4,3,423.3
2,4,5,394.0
2,4,6,631.7
2,5,1,130.9
2,5,3,297.0
2,5,4,468.2
2,5,6,402.0
2,6,1,349.1
2,6,3,846.7
2,6,4,884.4
2,6,5,829.1
3,1,2,141.1
3,1,4,210.5
3,1,5,156.6
3,1,6,276.3
3,2,1,234.1
3,2,4,503.7
3,2,5,371.9
3,2,6,462.7
3,4,1,510.2
3,4,2,485.3
3,4,5,904.5
3,4,6,652.4
3,5,1,268.9
3,5,2,410.2
3,5,4,1105.0
3,5,6,865.1
3,6,1,765.3
3,6,2,865.1
3,6,4,970.7
3,6,5,1326.0
4,1,2,202.0
4,1,3,406.1
4,1,5,255.1
4,1,6,297.0
4,2,1,315.8
4,2,3,641.9
4,2,5,576.7
4,2,6,394.0
4,3,1,884.4
4,3,2,1170.0
4,3,5,1326.0
4,3,6,1105.0
4,5,1,361.8
4,5,2,497.4
4,5,3,1206.0
4,5,6,631.7
4,6,1,1170.0
4,6,2,925.5
4,6,3,1137.0
4,6,5,1474.0
5,1,2,94.9
5,1,3,175.3
5,1,4,274.4
5,1,6,215.1
5,2,1,143.1
5,2,3,334.4
5,2,4,485.3
5,2,6,462.7
5,3,1,301.5
5,3,2,497.4
5,3,4,1283.0
5,3,6,1243.0
5,4,1,365.1
5,4,2,545.1
5,4,3,1075.0
5,4,6,686.1
5,6,1,497.4
5,6,2,846.7
5,6,3,1372.0
5,6,4,1137.0
6,1,2,379.0
6,1,3,1047.0
6,1,4,884.4
6,1,5,750.9
6,2,1,576.7
6,2,3,1137.0
6,2,4,1474.0
6,2,5,1105.0
6,3,1,1372.0
6,3,2,1809.0
6,3,4,1658.0
6,3,5,1326.0
6,4,1,1591.0
6,4,2,1591.0
6,4,3,2211.0
6,4,5,1730.0
6,5,1,947.5
6,5,2,1075.0
6,5,3,1730.0
6,5,4,1591.0
