b1,b2,b3,o
1,2,3,19.1
1,2,4,12.1
1,2,5,27.1
1,2,6,40.8
1,3,2,17.9
1,3,4,11.3
1,3,5,19.8
1,3,6,37.3
1,4,2,11.2
1,4,3,13.1
1,4,5,14.6
1,4,6,28.4
1,5,2,33.6
1,5,3,41.4
1,5,4,32.9
1,5,6,75.7
1,6,2,77.5
1,6,3,106.2
1,6,4,88.9
1,6,5,158.5
2,1,3,73.1
2,1,4,56.4
2,1,5,113.9
2,1,6,151.9
2,3,1,152.3
2,3,4,150.8
2,3,5,209.2
2,3,6,392.5
2,4,1,110.4
2,4,3,180.9
2,4,5,200.5
2,4,6,271.1
2,5,1,344.9
2,5,3,324.8
2,5,4,361.0
2,5,6,633.4
2,6,1,482.2
2,6,3,765.7
2,6,4,557.4
2,6,5,961.1
3,1,2,82.8
3,1,4,45.4
3,1,5,70.4
3,1,6,147.0
3,2,1,167.1
3,2,4,163.5
3,2,5,192.2
3,2,6,351.0
3,4,1,83.5
3,4,2,196.8
3,4,5,137.4
3,4,6,207.6
3,5,1,163.7
3,5,2,226.9
3,5,4,202.8
3,5,6,324.8
3,6,1,499.5
3,6,2,564.2
3,6,4,455.4
3,6,5,636.3
4,1,2,47.8
4,1,3,55.0
4,1,5,39.0
4,1,6,75.6
4,2,1,114.8
4,2,3,217.0
4,2,5,153.6
4,2,6,238.6
4,3,1,111.2
4,3,2,231.1
4,3,5,160.1
4,3,6,259.5
4,5,1,54.3
4,5,2,100.4
4,5,3,119.0
4,5,6,85.9
4,6,1,183.6
4,6,2,258.0
4,6,3,352.8
4,6,5,175.3
5,1,2,200.5
5,1,3,173.1
5,1,4,138.2
5,1,6,196.8
5,2,1,411.1
5,2,3,428.8
5,2,4,506.7
5,2,6,585.5
5,3,1,282.6
5,3,2,373.6
5,3,4,424.8
5,3,6,683.1
5,4,1,153.4
5,4,2,319.6
5,4,3,353.7
5,4,6,289.7
5,6,1,412.3
5,6,2,689.9
5,6,3,791.8
5,6,4,580.6
6,1,2,595.5
6,1,3,904.9
6,1,4,745.2
6,1,5,1097.0
6,2,1,871.0
6,2,3,1222.0
6,2,4,1222.0
6,2,5,1498.0
6,3,1,1393.0
6,3,2,1278.0
6,3,4,1366.0
6,3,5,1422.0
6,4,1,1047.0
6,4,2,1353.0
6,4,3,1393.0
6,4,5,1123.0
6,5,1,1278.0
6,5,2,1583.0
6,5,3,1451.0
6,5,4,961.1
