b1,b2,b3,o
1,2,3,13.9
1,2,4,13.8
1,2,5,72.3
1,2,6,28.1
1,3,2,18.0
1,3,4,14.8
1,3,5,101.7
1,3,6,23.9
1,4,2,16.9
1,4,3,17.9
1,4,5,68.0
1,4,6,18.8
1,5,2,141.2
1,5,3,181.0
1,5,4,125.5
1,5,6,138.0
1,6,2,47.1
1,6,3,47.4
1,6,4,43.0
1,6,5,187.6
2,1,3,49.7
2,1,4,41.6
2,1,5,171.5
2,1,6,73.2
2,3,1,93.0
2,3,4,100.3
2,3,5,281.4
2,3,6,180.1
2,4,1,77.4
2,4,3,118.5
2,4,5,285.9
2,4,6,100.0
2,5,1,379.2
2,5,3,418.8
2,5,4,450.3
2,5,6,375.2
2,6,1,172.3
2,6,3,241.7
2,6,4,176.5
2,6,5,383.2
3,1,2,45.6
3,1,4,41.4
3,1,5,128.6
3,1,6,56.0
3,2,1,93.8
3,2,4,90.7
3,2,5,251.9
3,2,6,147.0
3,4,1,60.5
3,4,2,83.0
3,4,5,305.2
3,4,6,84.3
3,5,1,302.7
3,5,2,184.7
3,5,4,456.0
3,5,6,409.3
3,6,1,141.8
3,6,2,169.9
3,6,4,135.9
3,6,5,456.0
4,1,2,41.9
4,1,3,43.6
4,1,5,105.3
4,1,6,37.8
4,2,1,76.0
4,2,3,105.6
4,2,5,274.9
4,2,6,98.4
4,3,1,59.0
4,3,2,94.8
4,3,5,262.9
4,3,6,82.8
4,5,1,208.2
4,5,2,266.8
4,5,3,375.2
4,5,6,168.3
4,6,1,55.0
4,6,2,82.2
4,6,3,100.9
4,6,5,151.3
5,1,2,409.3
5,1,3,363.8
5,1,4,375.2
5,1,6,339.8
5,2,1,545.8
5,2,3,500.3
5,2,4,507.3
5,2,6,493.4
5,3,1,456.0
5,3,2,480.3
5,3,4,554.2
5,3,6,571.8
5,4,1,409.3
5,4,2,467.8
5,4,3,581.0
5,4,6,356.6
5,6,1,720.4
5,6,2,461.8
5,6,3,679.6
5,6,4,371.3
6,1,2,178.3
6,1,3,144.6
6,1,4,104.7
6,1,5,461.8
6,2,1,268.8
6,2,3,324.5
6,2,4,246.7
6,2,5,537.6
6,3,1,423.8
6,3,2,395.8
6,3,4,272.9
6,3,5,783.1
6,4,1,110.8
6,4,2,279.2
6,4,3,283.6
6,4,5,316.0
6,5,1,610.5
6,5,2,600.4
6,5,3,783.1
6,5,4,240.1
