b1,b2,b3,o
1,2,3,9.5
1,2,4,10.8
1,2,5,28.1
1,2,6,35.2
1,3,2,10.0
1,3,4,12.8
1,3,5,27.7
1,3,6,36.6
1,4,2,17.5
1,4,3,23.1
1,4,5,43.0
1,4,6,44.0
1,5,2,55.6
1,5,3,63.1
1,5,4,83.6
1,5,6,98.9
1,6,2,109.7
1,6,3,125.7
1,6,4,116.7
1,6,5,168.4
2,1,3,17.0
2,1,4,18.2
2,1,5,38.6
2,1,6,52.7
2,3,1,41.8
2,3,4,62.8
2,3,5,116.6
2,3,6,167.5
2,4,1,54.0
2,4,3,84.9
2,4,5,146.9
2,4,6,155.5
2,5,1,169.8
2,5,3,228.1
2,5,4,272.5
2,5,6,387.1
2,6,1,291.1
2,6,3,441.0
2,6,4,408.7
2,6,5,554.7
3,1,2,39.4
3,1,4,39.6
3,1,5,73.5
3,1,6,98.8
3,2,1,74.0
3,2,4,103.3
3,2,5,180.4
3,2,6,216.6
3,4,1,90.2
3,4,2,116.0
3,4,5,200.6
3,4,6,197.9
3,5,1,240.8
3,5,2,269.5
3,5,4,342.3
3,5,6,408.3
3,6,1,423.7
3,6,2,477.5
3,6,4,494.3
3,6,5,617.2
4,1,2,70.2
4,1,3,98.1
4,1,5,127.5
4,1,6,146.6
4,2,1,110.9
4,2,3,172.6
4,2,5,235.5
4,2,6,233.2
4,3,1,178.3
4,3,2,217.7
4,3,5,364.9
4,3,6,331.3
4,5,1,189.3
4,5,2,241.8
4,5,3,390.9
4,5,6,265.8
4,6,1,314.2
4,6,2,346.5
4,6,3,474.2
4,6,5,409.6
5,1,2,265.1
5,1,3,330.0
5,1,4,327.4
5,1,6,435.9
5,2,1,472.3
5,2,3,544.6
5,2,4,763.3
5,2,6,791.6
5,3,1,548.6
5,3,2,606.7
5,3,4,866.3
5,3,6,1030.0
5,4,1,521.6
5,4,2,712.0
5,4,3,875.6
5,4,6,722.3
5,6,1,1069.0
5,6,2,1170.0
5,6,3,1348.0
5,6,4,1195.0
6,1,2,527.7
6,1,3,715.4
6,1,4,691.7
6,1,5,1033.0
6,2,1,793.0
6,2,3,1019.0
6,2,4,953.6
6,2,5,1476.0
6,3,1,1033.0
6,3,2,1080.0
6,3,4,1218.0
6,3,5,1580.0
6,4,1,999.1
6,4,2,986.0
6,4,3,1328.0
6,4,5,1493.0
6,5,1,1383.0
6,5,2,1526.0
6,5,3,1671.0
6,5,4,1409.0
