b1,b2,b3,o
1,2,3,42.9
1,2,4,23.7
1,2,5,19.2
1,2,6,58.3
1,3,2,74.7
1,3,4,70.4
1,3,5,63.1
1,3,6,154.5
1,4,2,38.8
1,4,3,79.8
1,4,5,32.6
1,4,6,72.2
1,5,2,28.1
1,5,3,69.5
1,5,4,37.7
1,5,6,65.4
1,6,2,136.8
1,6,3,243.5
1,6,4,161.8
1,6,5,152.8
2,1,3,75.9
2,1,4,41.9
2,1,5,28.4
2,1,6,90.5
2,3,1,149.2
2,3,4,103.1
2,3,5,76.5
2,3,6,189.6
2,4,1,55.5
2,4,3,90.5
2,4,5,17.6
2,4,6,47.0
2,5,1,34.3
2,5,3,62.1
2,5,4,18.9
2,5,6,35.1
2,6,1,212.1
2,6,3,349.8
2,6,4,132.2
2,6,5,110.7
3,1,2,248.3
3,1,4,234.0
3,1,5,173.1
3,1,6,408.9
3,2,1,286.0
3,2,4,191.3
3,2,5,138.1
3,2,6,340.5
3,4,1,299.4
3,4,2,236.2
3,4,5,169.1
3,4,6,260.4
3,5,1,226.2
3,5,2,174.9
3,5,4,188.2
3,5,6,240.7
3,6,1,808.1
3,6,2,795.4
3,6,4,640.3
3,6,5,516.8
4,1,2,112.6
4,1,3,249.5
4,1,5,70.4
4,1,6,178.6
4,2,1,114.0
4,2,3,195.0
4,2,5,32.0
4,2,6,97.4
4,3,1,331.6
4,3,2,295.1
4,3,5,217.1
4,3,6,410.5
4,5,1,65.2
4,5,2,28.2
4,5,3,92.7
4,5,6,32.7
4,6,1,264.4
4,6,2,175.2
4,6,3,446.5
4,6,5,90.1
5,1,2,55.3
5,1,3,148.8
5,1,4,60.8
5,1,6,101.6
5,2,1,64.1
5,2,3,135.3
5,2,4,34.6
5,2,6,64.0
5,3,1,210.8
5,3,2,170.5
5,3,4,191.3
5,3,6,255.1
5,4,1,73.7
5,4,2,34.4
5,4,3,166.6
5,4,6,40.9
5,6,1,162.3
5,6,2,110.4
5,6,3,213.4
5,6,4,71.8
6,1,2,707.0
6,1,3,1305.0
6,1,4,979.0
6,1,5,870.2
6,2,1,712.0
6,2,3,969.7
6,2,4,524.8
6,2,5,473.5
6,3,1,1454.0
6,3,2,1144.0
6,3,4,1157.0
6,3,5,1212.0
6,4,1,789.3
6,4,2,462.8
6,4,3,1049.0
6,4,5,180.2
6,5,1,606.0
6,5,2,388.6
6,5,3,722.1
6,5,4,169.7
