b1,b2,b3,o
1,2,3,13.1
1,2,4,3.6
1,2,5,10.7
1,2,6,133.0
1,3,2,31.7
1,3,4,46.5
1,3,5,64.0
1,3,6,311.1
1,4,2,10.1
1,4,3,34.7
1,4,5,20.3
1,4,6,233.5
1,5,2,25.6
1,5,3,60.4
1,5,4,38.1
1,5,6,372.4
1,6,2,248.0
1,6,3,363.3
1,6,4,552.7
1,6,5,769.7
2,1,3,41.6
2,1,4,17.1
2,1,5,29.5
2,1,6,213.8
2,3,1,94.1
2,3,4,85.8
2,3,5,124.4
2,3,6,506.9
2,4,1,29.2
2,4,3,67.6
2,4,5,41.9
2,4,6,340.7
2,5,1,63.0
2,5,3,181.0
2,5,4,77.6
2,5,6,455.7
2,6,1,679.2
2,6,3,999.2
2,6,4,674.7
2,6,5,1039.0
3,1,2,163.6
3,1,4,181.6
3,1,5,152.1
3,1,6,657.7
3,2,1,198.3
3,2,4,174.6
3,2,5,249.8
3,2,6,587.1
3,4,1,345.2
3,4,2,336.3
3,4,5,348.7
3,4,6,775.5
3,5,1,349.8
3,5,2,340.7
3,5,4,535.6
3,5,6,838.0
3,6,1,1349.0
3,6,2,1093.0
3,6,4,1082.0
3,6,5,1194.0
4,1,2,37.7
4,1,3,139.4
4,1,5,52.2
4,1,6,347.5
4,2,1,60.0
4,2,3,205.3
4,2,5,89.8
4,2,6,405.9
4,3,1,319.7
4,3,2,383.4
4,3,5,407.5
4,3,6,747.6
4,5,1,78.7
4,5,2,103.7
4,5,3,283.1
4,5,6,459.8
4,6,1,688.2
4,6,2,661.9
4,6,3,1008.0
4,6,5,824.7
5,1,2,117.5
5,1,3,291.9
5,1,4,159.1
5,1,6,618.5
5,2,1,151.0
5,2,3,410.7
5,2,4,218.7
5,2,6,758.5
5,3,1,490.1
5,3,2,532.9
5,3,4,583.8
5,3,6,1222.0
5,4,1,180.4
5,4,2,179.7
5,4,3,524.8
5,4,6,747.6
5,6,1,1332.0
5,6,2,1282.0
5,6,3,1385.0
5,6,4,1349.0
6,1,2,811.8
6,1,3,1154.0
6,1,4,1551.0
6,1,5,1623.0
6,2,1,1039.0
6,2,3,1298.0
6,2,4,1443.0
6,2,5,1649.0
6,3,1,1823.0
6,3,2,1574.0
6,3,4,1598.0
6,3,5,2078.0
6,4,1,1960.0
6,4,2,1574.0
6,4,3,1924.0
6,4,5,2037.0
6,5,1,1791.0
6,5,2,1823.0
6,5,3,1924.0
6,5,4,2037.0
