b1,b2,b3,o
1,2,3,32.0
1,2,4,28.7
1,2,5,72.8
1,2,6,135.3
1,3,2,49.6
1,3,4,64.6
1,3,5,94.5
1,3,6,132.7
1,4,2,61.4
1,4,3,77.1
1,4,5,134.6
1,4,6,187.8
1,5,2,150.0
1,5,3,194.4
1,5,4,172.5
1,5,6,215.7
1,6,2,278.8
1,6,3,445.3
1,6,4,363.2
1,6,5,363.2
2,1,3,28.1
2,1,4,19.1
2,1,5,51.2
2,1,6,112.2
2,3,1,36.8
2,3,4,19.0
2,3,5,34.5
2,3,6,81.9
2,4,1,20.8
2,4,3,16.0
2,4,5,17.1
2,4,6,30.1
2,5,1,92.0
2,5,3,50.0
2,5,4,37.3
2,5,6,81.9
2,6,1,151.7
2,6,3,143.0
2,6,4,85.7
2,6,5,123.2
3,1,2,74.6
3,1,4,85.7
3,1,5,101.1
3,1,6,276.1
3,2,1,76.2
3,2,4,48.8
3,2,5,59.1
3,2,6,121.0
3,4,1,64.6
3,4,2,50.6
3,4,5,81.2
3,4,6,97.2
3,5,1,189.1
3,5,2,90.2
3,5,4,182.8
3,5,6,265.4
3,6,1,278.8
3,6,2,306.7
3,6,4,336.7
3,6,5,412.0
4,1,2,63.9
4,1,3,85.4
4,1,5,120.0
4,1,6,258.0
4,2,1,42.3
4,2,3,35.7
4,2,5,27.7
4,2,6,55.3
4,3,1,96.8
4,3,2,64.9
4,3,5,126.6
4,3,6,193.0
4,5,1,102.6
4,5,2,39.9
4,5,3,96.2
4,5,6,72.4
4,6,1,209.1
4,6,2,101.5
4,6,3,230.0
4,6,5,139.4
5,1,2,253.3
5,1,3,251.0
5,1,4,321.0
5,1,6,317.3
5,2,1,255.6
5,2,3,164.3
5,2,4,81.6
5,2,6,224.4
5,3,1,394.4
5,3,2,207.5
5,3,4,321.0
5,3,6,587.4
5,4,1,394.4
5,4,2,98.9
5,4,3,262.9
5,4,6,186.5
5,6,1,890.6
5,6,2,383.4
5,6,3,836.6
5,6,4,336.7
6,1,2,493.0
6,1,3,746.2
6,1,4,862.8
6,1,5,1255.0
6,2,1,563.4
6,2,3,690.2
6,2,4,310.2
6,2,5,541.3
6,3,1,890.6
6,3,2,986.0
6,3,4,657.3
6,3,5,1725.0
6,4,1,1022.0
6,4,2,363.2
6,4,3,1104.0
6,4,5,502.0
6,5,1,1104.0
6,5,2,575.2
6,5,3,1453.0
6,5,4,452.6
