b1,b2,b3,o
1,2,3,11.3
1,2,4,52.8
1,2,5,80.0
1,2,6,246.1
1,3,2,6.4
1,3,4,10.6
1,3,5,22.7
1,3,6,78.6
1,4,2,99.0
1,4,3,38.6
1,4,5,211.9
1,4,6,226.6
1,5,2,158.9
1,5,3,96.5
1,5,4,286.1
1,5,6,346.8
1,6,2,394.6
1,6,3,178.8
1,6,4,352.1
1,6,5,847.7
2,1,3,23.5
2,1,4,154.6
2,1,5,197.3
2,1,6,544.9
2,3,1,22.7
2,3,4,85.7
2,3,5,89.0
2,3,6,497.5
2,4,1,326.9
2,4,3,224.4
2,4,5,602.3
2,4,6,508.6
2,5,1,331.7
2,5,3,143.9
2,5,4,544.9
2,5,6,762.9
2,6,1,1271.0
2,6,3,847.7
2,6,4,995.1
2,6,5,789.2
3,1,2,8.2
3,1,4,11.7
3,1,5,19.3
3,1,6,71.3
3,2,1,14.2
3,2,4,35.6
3,2,5,46.0
3,2,6,180.2
3,4,1,23.8
3,4,2,43.2
3,4,5,82.9
3,4,6,111.1
3,5,1,47.1
3,5,2,74.0
3,5,4,116.7
3,5,6,155.7
3,6,1,289.7
3,6,2,558.2
3,6,4,363.3
3,6,5,467.1
4,1,2,226.6
4,1,3,111.6
4,1,5,317.9
4,1,6,301.1
4,2,1,381.4
4,2,3,213.9
4,2,5,532.3
4,2,6,915.5
4,3,1,92.6
4,3,2,180.2
4,3,5,235.9
4,3,6,331.7
4,5,1,381.4
4,5,2,497.5
4,5,3,369.1
4,5,6,915.5
4,6,1,440.1
4,6,2,1346.0
4,6,3,673.2
4,6,5,2080.0
5,1,2,467.1
5,1,3,181.6
5,1,4,544.9
5,1,6,653.9
5,2,1,408.7
5,2,3,187.6
5,2,4,544.9
5,2,6,953.7
5,3,1,279.1
5,3,2,190.7
5,3,4,586.9
5,3,6,602.3
5,4,1,817.4
5,4,2,544.9
5,4,3,715.2
5,4,6,915.5
5,6,1,1634.0
5,6,2,1346.0
5,6,3,1040.0
5,6,4,1525.0
6,1,2,738.3
6,1,3,586.9
6,1,4,1346.0
6,1,5,1430.0
6,2,1,1089.0
6,2,3,995.1
6,2,4,2288.0
6,2,5,1525.0
6,3,1,847.7
6,3,2,953.7
6,3,4,953.7
6,3,5,1430.0
6,4,1,1271.0
6,4,2,1089.0
6,4,3,1525.0
6,4,5,2080.0
6,5,1,2080.0
6,5,2,1430.0
6,5,3,995.1
6,5,4,847.7
