b1,b2,b3,o
1,2,3,17.8
1,2,4,24.8
1,2,5,16.5
1,2,6,150.4
1,3,2,26.7
1,3,4,22.0
1,3,5,22.0
1,3,6,175.7
1,4,2,26.0
1,4,3,30.4
1,4,5,24.4
1,4,6,148.5
1,5,2,17.4
1,5,3,22.4
1,5,4,28.4
1,5,6,177.0
1,6,2,290.0
1,6,3,354.0
1,6,4,245.6
1,6,5,481.4
2,1,3,59.1
2,1,4,58.0
2,1,5,47.0
2,1,6,429.8
2,3,1,103.3
2,3,4,100.3
2,3,5,90.4
2,3,6,891.5
2,4,1,103.3
2,4,3,119.1
2,4,5,79.1
2,4,6,236.0
2,5,1,47.6
2,5,3,85.6
2,5,4,83.5
2,5,6,445.7
2,6,1,729.4
2,6,3,1094.0
2,6,4,617.2
2,6,5,962.9
3,1,2,59.4
3,1,4,56.9
3,1,5,38.3
3,1,6,261.6
3,2,1,102.4
3,2,4,115.7
3,2,5,82.1
3,2,6,668.6
3,4,1,97.8
3,4,2,119.7
3,4,5,65.4
3,4,6,253.3
3,5,1,49.8
3,5,2,84.4
3,5,4,64.3
3,5,6,273.5
3,6,1,668.6
3,6,2,830.0
3,6,4,1003.0
3,6,5,802.4
4,1,2,87.2
4,1,3,92.2
4,1,5,55.4
4,1,6,388.2
4,2,1,114.0
4,2,3,188.0
4,2,5,98.2
4,2,6,454.2
4,3,1,139.9
4,3,2,179.6
4,3,5,83.8
4,3,6,587.1
4,5,1,68.3
4,5,2,68.9
4,5,3,78.1
4,5,6,312.6
4,6,1,925.8
4,6,2,802.4
4,6,3,1003.0
4,6,5,633.4
5,1,2,28.1
5,1,3,37.3
5,1,4,50.5
5,1,6,189.5
5,2,1,56.5
5,2,3,81.3
5,2,4,60.0
5,2,6,437.6
5,3,1,78.6
5,3,2,101.1
5,3,4,86.5
5,3,6,472.0
5,4,1,64.0
5,4,2,62.3
5,4,3,94.4
5,4,6,300.9
5,6,1,559.8
5,6,2,617.2
5,6,3,559.8
5,6,4,547.1
6,1,2,587.1
6,1,3,422.3
6,1,4,708.0
6,1,5,729.4
6,2,1,776.5
6,2,3,802.4
6,2,4,776.5
6,2,5,1094.0
6,3,1,962.9
6,3,2,1337.0
6,3,4,633.4
6,3,5,1337.0
6,4,1,1094.0
6,4,2,891.5
6,4,3,1203.0
6,4,5,1146.0
6,5,1,859.7
6,5,2,962.9
6,5,3,776.5
6,5,4,472.0
