b1,b2,b3,o
1,2,3,8.9
1,2,4,9.0
1,2,5,16.9
1,2,6,11.3
1,3,2,14.8
1,3,4,22.2
1,3,5,30.4
1,3,6,24.4
1,4,2,15.3
1,4,3,29.7
1,4,5,26.7
1,4,6,17.5
1,5,2,31.1
1,5,3,71.6
1,5,4,41.1
1,5,6,31.3
1,6,2,20.5
1,6,3,32.0
1,6,4,28.2
1,6,5,31.6
2,1,3,70.2
2,1,4,83.0
2,1,5,179.8
2,1,6,147.4
2,3,1,182.0
2,3,4,315.5
2,3,5,453.8
2,3,6,504.2
2,4,1,233.1
2,4,3,357.5
2,4,5,627.6
2,4,6,371.0
2,5,1,460.9
2,5,3,536.3
2,5,4,808.2
2,5,6,627.6
2,6,1,255.4
2,6,3,728.3
2,6,4,388.1
2,6,5,786.6
3,1,2,108.0
3,1,4,143.5
3,1,5,172.5
3,1,6,211.4
3,2,1,178.2
3,2,4,395.9
3,2,5,483.6
3,2,6,670.4
3,4,1,312.1
3,4,2,383.1
3,4,5,737.4
3,4,6,464.5
3,5,1,395.9
3,5,2,446.9
3,5,4,766.2
3,5,6,648.3
3,6,1,460.9
3,6,2,655.5
3,6,4,662.9
3,6,5,686.0
4,1,2,116.8
4,1,3,194.7
4,1,5,124.2
4,1,6,109.8
4,2,1,226.9
4,2,3,479.6
4,2,5,536.3
4,2,6,351.1
4,3,1,412.5
4,3,2,614.5
4,3,5,893.9
4,3,6,786.6
4,5,1,187.3
4,5,2,388.1
4,5,3,648.3
4,5,6,232.2
4,6,1,146.4
4,6,2,265.7
4,6,3,786.6
4,6,5,261.0
5,1,2,181.5
5,1,3,240.8
5,1,4,201.3
5,1,6,153.2
5,2,1,315.5
5,2,3,584.1
5,2,4,614.5
5,2,6,504.2
5,3,1,491.6
5,3,2,710.8
5,3,4,1439.0
5,3,6,670.4
5,4,1,247.8
5,4,2,662.9
5,4,3,842.8
5,4,6,327.7
5,6,1,230.4
5,6,2,421.4
5,6,3,450.3
5,6,4,339.0
6,1,2,137.5
6,1,3,217.7
6,1,4,154.8
6,1,5,145.3
6,2,1,289.2
6,2,3,728.3
6,2,4,578.4
6,2,5,719.5
6,3,1,418.4
6,3,2,756.4
6,3,4,766.2
6,3,5,471.9
6,4,1,273.1
6,4,2,608.2
6,4,3,1017.0
6,4,5,304.1
6,5,1,229.5
6,5,2,561.9
6,5,3,531.5
6,5,4,357.5
