b1,b2,b3,o
1,2,3,33.4
1,2,4,11.8
1,2,5,79.7
1,2,6,8.9
1,3,2,82.1
1,3,4,115.8
1,3,5,147.0
1,3,6,78.3
1,4,2,21.3
1,4,3,60.0
1,4,5,123.7
1,4,6,17.9
1,5,2,262.9
1,5,3,268.0
1,5,4,329.4
1,5,6,250.8
1,6,2,12.6
1,6,3,54.7
1,6,4,19.4
1,6,5,158.9
2,1,3,65.8
2,1,4,24.7
2,1,5,166.7
2,1,6,15.8
2,3,1,276.2
2,3,4,246.3
2,3,5,515.9
2,3,6,106.8
2,4,1,51.7
2,4,3,205.6
2,4,5,325.5
2,4,6,27.2
2,5,1,374.5
2,5,3,402.1
2,5,4,621.4
2,5,6,237.7
2,6,1,23.5
2,6,3,68.0
2,6,4,24.0
2,6,5,131.4
3,1,2,329.4
3,1,4,314.3
3,1,5,276.2
3,1,6,303.8
3,2,1,455.7
3,2,4,297.2
3,2,5,253.1
3,2,6,255.5
3,4,1,479.7
3,4,2,408.1
3,4,5,781.2
3,4,6,262.9
3,5,1,621.4
3,5,2,448.2
3,5,4,882.0
3,5,6,828.6
3,6,1,427.2
3,6,2,294.0
3,6,4,455.7
3,6,5,1051.0
4,1,2,58.1
4,1,3,325.5
4,1,5,303.8
4,1,6,68.7
4,2,1,78.5
4,2,3,396.3
4,2,5,350.5
4,2,6,58.4
4,3,1,635.9
4,3,2,942.9
4,3,5,1709.0
4,3,6,635.9
4,5,1,279.0
4,5,2,594.4
4,5,3,911.5
4,5,6,297.2
4,6,1,68.3
4,6,2,50.2
4,6,3,310.7
4,6,5,262.9
5,1,2,546.9
5,1,3,479.7
5,1,4,719.6
5,1,6,558.0
5,2,1,828.6
5,2,3,569.6
5,2,4,594.4
5,2,6,497.1
5,3,1,683.6
5,3,2,804.2
5,3,4,1302.0
5,3,6,942.9
5,4,1,976.6
5,4,2,828.6
5,4,3,1367.0
5,4,6,414.3
5,6,1,683.6
5,6,2,488.3
5,6,3,607.6
5,6,4,463.4
6,1,2,21.0
6,1,3,173.0
6,1,4,42.4
6,1,5,385.1
6,2,1,24.0
6,2,3,110.2
6,2,4,31.7
6,2,5,270.7
6,3,1,350.5
6,3,2,244.1
6,3,4,408.1
6,3,5,828.6
6,4,1,82.3
6,4,2,53.3
6,4,3,374.5
6,4,5,434.0
6,5,1,651.0
6,5,2,385.1
6,5,3,666.9
6,5,4,408.1
