race_date,venue_code,race_no,window,boat_no,o,o_status,q3t,exhibition_time,deadline_jst,obs_ts_jst,lag_sec,clock_skew_sec,run_id,wx_air_temp,wx_wind_speed,wx_water_temp,wx_wave_height,wx_wind_dir,wx_weather_cd,sha_beforeinfo,sha_oddstf,race_status,sha_odds3t,obs_ts_odds3t,odds3t_status,odds3t_sigma
20260926,11,6,3,1,1.2,ok,0.5774374448788144,6.95,2026-09-26 12:49:00,2026-09-26 12:48:01,58.0,0.99235,124532,20.0,3.0,25.0,3.0,7,3,18295c81566a5f84,41727905cf1c3fe3,ok,fc9cc440ae237da1,2026-09-26 12:48:24,ok,1.337
20260926,11,6,3,2,14.5,ok,0.05691508556259645,6.93,2026-09-26 12:49:00,2026-09-26 12:48:01,58.0,0.99235,124532,20.0,3.0,25.0,3.0,7,3,18295c81566a5f84,41727905cf1c3fe3,ok,fc9cc440ae237da1,2026-09-26 12:48:24,ok,1.337
20260926,11,6,3,3,43.5,ok,0.023613635187887155,7.0,2026-09-26 12:49:00,2026-09-26 12:48:01,58.0,0.99235,124532,20.0,3.0,25.0,3.0,7,3,18295c81566a5f84,41727905cf1c3fe3,ok,fc9cc440ae237da1,2026-09-26 12:48:24,ok,1.337
20260926,11,6,3,4,7.2,ok,0.14587192268876362,6.88,2026-09-26 12:49:00,2026-09-26 12:48:01,58.0,0.99235,124532,20.0,3.0,25.0,3.0,7,3,18295c81566a5f84,41727905cf1c3fe3,ok,fc9cc440ae237da1,2026-09-26 12:48:24,ok,1.337
20260926,11,6,3,5,3.6,ok,0.18371087209944706,6.93,2026-09-26 12:49:00,2026-09-26 12:48:01,58.0,0.99235,124532,20.0,3.0,25.0,3.0,7,3,18295c81566a5f84,41727905cf1c3fe3,ok,fc9cc440ae237da1,2026-09-26 12:48:24,ok,1.337
20260926,11,6,3,6,21.7,ok,0.012451039582491365,6.85,2026-09-26 12:49:00,2026-09-26 12:48:01,58.0,0.99235,124532,20.0,3.0,25.0,3.0,7,3,18295c81566a5f84,41727905cf1c3fe3,ok,fc9cc440ae237da1,2026-09-26 12:48:24,ok,1.337
20260926,08,6,12,1,1.5,ok,0.47050706592607966,6.67,2026-09-26 12:59:00,2026-09-26 12:48:33,626.7,0.287148,124532,20.0,2.0,26.0,1.0,7,3,f461ebe24e31ec97,32d4b1ea4be97180,ok,4c2a0f6c363d8a6f,2026-09-26 12:48:53,ok,1.3364
20260926,08,6,12,2,4.5,ok,0.1971108251680831,6.65,2026-09-26 12:59:00,2026-09-26 12:48:33,626.7,0.287148,124532,20.0,2.0,26.0,1.0,7,3,f461ebe24e31ec97,32d4b1ea4be97180,ok,4c2a0f6c363d8a6f,2026-09-26 12:48:53,ok,1.3364
20260926,08,6,12,3,,zero_pool,0.051601670554189134,6.67,2026-09-26 12:59:00,2026-09-26 12:48:33,626.7,0.287148,124532,20.0,2.0,26.0,1.0,7,3,f461ebe24e31ec97,32d4b1ea4be97180,ok,4c2a0f6c363d8a6f,2026-09-26 12:48:53,ok,1.3364
20260926,08,6,12,4,,zero_pool,0.07630901102062132,6.65,2026-09-26 12:59:00,2026-09-26 12:48:33,626.7,0.287148,124532,20.0,2.0,26.0,1.0,7,3,f461ebe24e31ec97,32d4b1ea4be97180,ok,4c2a0f6c363d8a6f,2026-09-26 12:48:53,ok,1.3364
