race_date,venue_code,race_no,window,boat_no,o,o_status,q3t,exhibition_time,deadline_jst,obs_ts_jst,lag_sec,clock_skew_sec,run_id,wx_air_temp,wx_wind_speed,wx_water_temp,wx_wave_height,wx_wind_dir,wx_weather_cd,sha_beforeinfo,sha_oddstf,race_status,sha_odds3t,obs_ts_odds3t,odds3t_status,odds3t_sigma
20260926,05,10,5,1,1.7,ok,0.6471396259822625,6.7,2026-09-26 15:39:00,2026-09-26 15:35:34,206.0,0.031905,153301,19.0,1.0,23.0,2.0,3,3,511858a1636c5ba4,5ac3b5c2325628c0,ok,9ffe768e492ed0c0,2026-09-26 15:35:54,ok,1.3374
20260926,05,10,5,2,7.5,ok,0.10950724004150592,6.64,2026-09-26 15:39:00,2026-09-26 15:35:34,206.0,0.031905,153301,19.0,1.0,23.0,2.0,3,3,511858a1636c5ba4,5ac3b5c2325628c0,ok,9ffe768e492ed0c0,2026-09-26 15:35:54,ok,1.3374
20260926,05,10,5,3,6.2,ok,0.03626052702365028,6.75,2026-09-26 15:39:00,2026-09-26 15:35:34,206.0,0.031905,153301,19.0,1.0,23.0,2.0,3,3,511858a1636c5ba4,5ac3b5c2325628c0,ok,9ffe768e492ed0c0,2026-09-26 15:35:54,ok,1.3374
20260926,05,10,5,4,7.5,ok,0.027486598940037157,6.75,2026-09-26 15:39:00,2026-09-26 15:35:34,206.0,0.031905,153301,19.0,1.0,23.0,2.0,3,3,511858a1636c5ba4,5ac3b5c2325628c0,ok,9ffe768e492ed0c0,2026-09-26 15:35:54,ok,1.3374
20260926,05,10,5,5,6.2,ok,0.15377759969771213,6.66,2026-09-26 15:39:00,2026-09-26 15:35:34,206.0,0.031905,153301,19.0,1.0,23.0,2.0,3,3,511858a1636c5ba4,5ac3b5c2325628c0,ok,9ffe768e492ed0c0,2026-09-26 15:35:54,ok,1.3374
20260926,05,10,5,6,6.2,ok,0.025828408314832053,6.72,2026-09-26 15:39:00,2026-09-26 15:35:34,206.0,0.031905,153301,19.0,1.0,23.0,2.0,3,3,511858a1636c5ba4,5ac3b5c2325628c0,ok,9ffe768e492ed0c0,2026-09-26 15:35:54,ok,1.3374
20260926,11,11,3,1,1.2,ok,0.657108505879966,6.8,2026-09-26 15:37:00,2026-09-26 15:36:04,55.7,0.252276,153301,19.0,1.0,25.0,1.0,5,3,ef186e8b17bafbb4,3c2759e7d9bb364e,ok,e8544b41e5d7bc6a,2026-09-26 15:36:25,ok,1.338
20260926,11,11,3,2,5.7,ok,0.1618854309704008,6.85,2026-09-26 15:37:00,2026-09-26 15:36:04,55.7,0.252276,153301,19.0,1.0,25.0,1.0,5,3,ef186e8b17bafbb4,3c2759e7d9bb364e,ok,e8544b41e5d7bc6a,2026-09-26 15:36:25,ok,1.338
20260926,11,11,3,3,31.5,ok,0.0468716270337093,6.87,2026-09-26 15:37:00,2026-09-26 15:36:04,55.7,0.252276,153301,19.0,1.0,25.0,1.0,5,3,ef186e8b17bafbb4,3c2759e7d9bb364e,ok,e8544b41e5d7bc6a,2026-09-26 15:36:25,ok,1.338
20260926,11,11,3,4,4.2,ok,0.10130469316541753,6.99,2026-09-26 15:37:00,2026-09-26 15:36:04,55.7,0.252276,153301,19.0,1.0,25.0,1.0,5,3,ef186e8b17bafbb4,3c2759e7d9bb364e,ok,e8544b41e5d7bc6a,2026-09-26 15:36:25,ok,1.338
20260926,11,11,3,5,63.0,ok,0.019182742022603148,6.95,2026-09-26 15:37:00,2026-09-26 15:36:04,55.7,0.252276,153301,19.0,1.0,25.0,1.0,5,3,ef186e8b17bafbb4,3c2759e7d9bb364e,ok,e8544b41e5d7bc6a,2026-09-26 15:36:25,ok,1.338
20260926,11,11,3,6,21.0,ok,0.013647000927903075,6.94,2026-09-26 15:37:00,2026-09-26 15:36:04,55.7,0.252276,153301,19.0,1.0,25.0,1.0,5,3,ef186e8b17bafbb4,3c2759e7d9bb364e,ok,e8544b41e5d7bc6a,2026-09-26 15:36:25,ok,1.338
20260926,15,2,8,1,1.1,ok,0.3050192407341127,6.82,2026-09-26 15:42:00,2026-09-26 15:36:36,323.6,0.433347,153301,21.0,1.0,27.0,1.0,5,3,15985d64ed17aaa0,a68615d752e94e45,ok,c8ea6d82ed06289e,2026-09-26 15:36:56,ok,1.3345
20260926,15,2,8,2,8.2,ok,0.12935594181700968,6.84,2026-09-26 15:42:00,2026-09-26 15:36:36,323.6,0.433347,153301,21.0,1.0,27.0,1.0,5,3,15985d64ed17aaa0,a68615d752e94e45,ok,c8ea6d82ed06289e,2026-09-26 15:36:56,ok,1.3345
20260926,15,2,8,3,,zero_pool,0.10745121704285739,6.96,2026-09-26 15:42:00,2026-09-26 15:36:36,323.6,0.433347,153301,21.0,1.0,27.0,1.0,5,3,15985d64ed17aaa0,a68615d752e94e45,ok,c8ea6d82ed06289e,2026-09-26 15:36:56,ok,1.3345
20260926,15,2,8,4,,zero_pool,0.12931579549942132,6.86,2026-09-26 15:42:00,2026-09-26 15:36:36,323.6,0.433347,153301,21.0,1.0,27.0,1.0,5,3,15985d64ed17aaa0,a68615d752e94e45,ok,c8ea6d82ed06289e,2026-09-26 15:36:56,ok,1.3345
20260926,15,2,8,5,6.6,ok,0.25098965136968243,6.74,2026-09-26 15:42:00,2026-09-26 15:36:36,323.6,0.433347,153301,21.0,1.0,27.0,1.0,5,3,15985d64ed17aaa0,a68615d752e94e45,ok,c8ea6d82ed06289e,2026-09-26 15:36:56,ok,1.3345
